costoTotalItems,delegacion,inStore,lat,lon
9339,iztapalapa,,19.342418,-98.992408
9339,iztapalapa,,19.342418,-98.992408
1099,tlalpan,,19.298616,-99.148635
13029,alvaroObregon,,19.397233,-99.193367
9339,iztapalapa,,19.342418,-98.992408
9339,iztapalapa,,19.342418,-98.992408
9339,iztapalapa,,19.342418,-98.992408
8039,coyoacan,,19.328702,-99.164985
599,iztapalapa,,19.331489,-99.03569
6272,benitoJuarez,,19.38095,-99.136619
6982,benitoJuarez,,19.38095,-99.136619
1399,benitoJuarez,,19.38095,-99.136619
1399,benitoJuarez,,19.38095,-99.136619
6982,benitoJuarez,,19.38095,-99.136619
16689,benitoJuarez,,19.38095,-99.136619
25499,gustavo,,19.478582,-99.070243
2640,alvaroObregon,,19.360612,-99.247383
949,cuahutemoc,,19.430267,-99.137313
22599,tlahuac,,19.276651,-98.997695
4599,cuahutemoc,,19.417364,-99.159454
14999,tlahuac,,19.306715,-99.041389
6499,iztacalco,,19.388172,-99.124862
5299,gustavo,,19.476545,-99.066787
25499,coyoacan,,19.301988,-99.066093
7999,coyoacan,,19.343978,-99.124862
12942.13,benitoJuarez,,19.38095,-99.136619
24999,miguelHidalgo,,19.44015,-99.1753
11699,cuahutemoc,,19.445844,-99.149765
19999,miguelHidalgo,,19.453838,-99.209983
13999,cuajimalpa,,19.3609,-99.29142
8599,alvaroObregon,,19.363561,-99.240104
25499,gustavo,,19.478582,-99.070243
3079,tlahuac,,19.286397,-98.994247
11217,iztapalapa,,19.341096,-99.036384
3349,iztapalapa,,19.346872,-99.052268
7239,gustavo,,19.467592,-99.142158
25499,cuahutemoc,,19.41666,-99.15674
22199,coyoacan,,19.32047,-99.108955
22599,iztapalapa,,19.37927,-99.02362
16679,tlahuac,,19.286397,-98.994247
9699,iztapalapa,,19.325326,-99.057136
25499,alvaroObregon,,19.384325,-99.215522
999,cuahutemoc,,19.446191,-99.128318
4119,iztapalapa,,19.365053,-98.997695
4119,iztapalapa,,19.365053,-98.997695
4119,iztapalapa,,19.365053,-98.997695
13199,coyoacan,,19.343978,-99.124862
3168.23,azcapotzalco,,19.47383,-99.15939
3575,tlahuac,,19.267948,-98.994934
15999,tlahuac,,19.286397,-98.994247
1299,cuahutemoc,,19.405298,-99.164985
16689,benitoJuarez,,19.38095,-99.136619
16689,benitoJuarez,,19.38095,-99.136619
549,iztapalapa,,19.330596,-99.053649
1399,iztapalapa,,19.330596,-99.053649
18699,cuahutemoc,,19.445844,-99.149765
25499,gustavo,,19.467523,-99.091957
25499,gustavo,,19.467523,-99.091957
23599,azcapotzalco,,19.500286,-99.180213
25499,cuahutemoc,,19.41666,-99.15674
5454.04,cuahutemoc,,19.392518,-99.127967
5454.04,cuahutemoc,,19.408946,-99.180213
2670.26,alvaroObregon,,19.39335,-99.189422
5459.4,miguelHidalgo,,19.440935,-99.188522
3399,cuahutemoc,,19.41464,-99.139549
4499,iztapalapa,,19.361557,-99.00875
6982,miguelHidalgo,,19.441356,-99.180213
838,iztapalapa,,19.336938,-99.111724
999,iztapalapa,,19.355455,-99.077056
419,tlalpan,,19.215389,-99.192672
14099,cuahutemoc,,19.445844,-99.149765
16779,alvaroObregon,,19.378082,-99.222442
3575,iztapalapa,,19.37873,-99.051254
24832.64,magdalena,,19.309986,-99.22937
8599,tlalpan,,19.294759,-99.166374
22999,cuajimalpa,,19.385509,-99.250152
4899,azcapotzalco,,19.479799,-99.191978
1989,xochimilco,,19.267953,-99.125709
3399,alvaroObregon,,19.352548,-99.205604
4899,cuahutemoc,,19.443178,-99.144233
4899,tlalpan,,19.273101,-99.230758
5599,iztapalapa,,19.362487,-99.108261
11699,benitoJuarez,,19.39063,-99.13822
11699,miguelHidalgo,,19.43448,-99.1996
7199,alvaroObregon,,19.334812,-99.204444
9849,benitoJuarez,,19.38559,-99.17554
18699,venustiano,,19.423955,-99.065452
599,miguelHidalgo,,19.43835,-99.19315
1259,gustavo,,19.485549,-99.122093
21499,miguelHidalgo,,19.448438,-99.200286
5798,alvaroObregon,,19.364337,-99.203056
13999,iztapalapa,,19.376804,-99.116561
13999,cuahutemoc,,19.461416,-99.133163
2999,iztapalapa,,19.330144,-98.971717
909,benitoJuarez,,19.39057,-99.18188
3789,alvaroObregon,,19.383281,-99.217834
4039,benitoJuarez,,19.39057,-99.18188
3799,coyoacan,,19.336912,-99.000473
6299,cuahutemoc,,19.41062,-99.1622
11699,benitoJuarez,,19.37765,-99.18582
10899,azcapotzalco,,19.49917,-99.20174
779,iztapalapa,,19.38347,-99.027397
1198,tlahuac,,19.244331,-99.010818
9849,iztapalapa,,19.34199,-99.0553
7199,miguelHidalgo,,19.453142,-99.180213
12999,coyoacan,,19.34447,-99.16079
14999,tlahuac,,19.285974,-99.047431
3099,benitoJuarez,,19.377946,-99.171165
27998,xochimilco,,19.25772,-99.11037
19999,azcapotzalco,,19.482637,-99.201324
13999,cuahutemoc,,19.461416,-99.133163
3789,iztacalco,,19.4111,-99.065773
1299,venustiano,,19.420581,-99.124862
1099,cuahutemoc,,19.443178,-99.144233
399,cuahutemoc,,19.392518,-99.127967
398,cuahutemoc,,19.392518,-99.127967
3799,alvaroObregon,,19.383281,-99.217834
1549,xochimilco,,19.270885,-99.1138
4899,cuahutemoc,,19.405298,-99.164985
23599,tlalpan,,19.295394,-99.125915
4095,miguelHidalgo,,19.402915,-99.182983
749,miguelHidalgo,,19.402915,-99.182983
499,tlalpan,,19.30178,-99.202369
1429,iztapalapa,,19.322212,-99.051925
3199,venustiano,,19.429561,-99.122093
4039,venustiano,,19.429561,-99.122093
928,azcapotzalco,,19.494743,-99.187828
999,cuahutemoc,,19.452369,-99.138412
1379,coyoacan,,19.341815,-99.181533
1239,benitoJuarez,,19.367185,-99.162429
5149,iztapalapa,,19.341096,-99.036384
1099,iztapalapa,,41.546276,2.10861301
11699,cuahutemoc,,19.405014,-99.141464
9339,cuahutemoc,,19.42921,-99.13677
14999,tlahuac,,19.285974,-99.047431
929,tlalpan,,19.287673,-99.161811
999,iztapalapa,,19.452369,-99.138412
2779,cuahutemoc,,19.409368,-99.171913
689,alvaroObregon,,19.382049,-99.201171
567,alvaroObregon,,19.318035,-99.268142
1596,cuahutemoc,,19.392518,-99.127967
6798,iztapalapa,,19.313499,-99.072402
5499,iztapalapa,,19.361557,-99.00875
12799,benitoJuarez,,19.377946,-99.171165
14999,tlahuac,,19.285974,-99.047431
9699,iztapalapa,,19.325326,-99.057136
5848,azcapotzalco,,19.469768,-99.157379
7799,benitoJuarez,,19.399997,-99.15187
3899,iztapalapa,,19.345785,-99.064208
6299,iztapalapa,,21.341352,-97.681945
23599,cuahutemoc,,19.457351,-99.155303
16699,gustavo,,19.504919,-99.132469
11699,gustavo,,19.496761,-99.07508
11699,iztapalapa,,19.391553,-99.042594
567,iztapalapa,,19.34797,-99.030158
2678,gustavo,,19.485549,-99.122093
1147.5,alvaroObregon,,19.37338,-99.23526
18899,alvaroObregon,,19.36245,-99.22371
419,benitoJuarez,,19.360403,-99.149765
4599,miguelHidalgo,,19.42287,-99.203407
5999,iztapalapa,,19.346931,-99.025154
24999,iztapalapa,,19.32071,-99.08476
5999,iztapalapa,,19.346931,-99.025154
24999,iztapalapa,,19.32071,-99.08476
23599,iztacalco,,19.383251,-99.105499
13199,cuahutemoc,,19.457351,-99.155303
19999,venustiano,,19.423955,-99.065452
6982,benitoJuarez,,19.38095,-99.136619
1033,alvaroObregon,,19.375841,-99.194061
12799,coyoacan,,19.305686,-99.175468
12599,alvaroObregon,,19.355541,-99.21006
12599,miguelHidalgo,,19.43127,-99.1879
16299,benitoJuarez,,19.380744,-99.155303
8699,iztacalco,,19.4111,-99.065773
5149,gustavo,,19.47166,-99.12002
5149,iztapalapa,,19.368242,-99.11103
5149,coyoacan,,19.305686,-99.175468
4899,gustavo,,19.582387,-99.130393
999,benitoJuarez,,19.367185,-99.162429
5559,alvaroObregon,,19.386392,-99.225563
4899,gustavo,,19.467592,-99.142158
4899,cuahutemoc,,19.445844,-99.149765
5559,iztapalapa,,19.365877,-99.049461
18699,venustiano,,19.426893,-99.116561
23599,alvaroObregon,,19.358585,-99.185752
17699,cuahutemoc,,19.405298,-99.164985
16299,cuahutemoc,,19.417364,-99.159454
16299,gustavo,,19.524145,-99.160148
16299,cuahutemoc,,19.428508,-99.134841
18899,tlahuac,,19.285974,-99.047431
23599,cuahutemoc,,19.457351,-99.155303
23599,tlalpan,,19.253669,-99.172615
7949,gustavo,,19.492,-99.103767
11699,iztacalco,,19.39303,-99.070159
7199,alvaroObregon,,19.363561,-99.240104
7199,gustavo,,19.515302,-99.160148
7199,gustavo,,19.515302,-99.160148
11699,gustavo,,19.49861,-99.09582
7199,gustavo,,19.48822,-99.142158
11699,miguelHidalgo,,19.440935,-99.188522
1779,benitoJuarez,,19.39912,-99.141464
4919,iztapalapa,,19.330821,-99.004608
7999,gustavo,,19.451997,-99.086135
3389,tlahuac,,19.301256,-99.044891
4144,gustavo,,19.55516,-99.129707
19999,venustiano,,19.423955,-99.065452
2899,magdalena,,19.309986,-99.22937
1799,cuahutemoc,,19.405298,-99.164985
3599,miguelHidalgo,,19.397579,-99.230064
5499,cuahutemoc,,19.461416,-99.133163
4599,milpaAlta,,19.190919,-99.093055
3599,coyoacan,,19.328702,-99.164985
6978,alvaroObregon,,19.384325,-99.215522
682,benitoJuarez,,19.360403,-99.149765
5469,alvaroObregon,,19.397003,-99.185966
23599,tlalpan,,19.253669,-99.172615
338,alvaroObregon,,19.372859,-99.213699
5899,cuahutemoc,,19.414979,-99.177444
9849,coyoacan,,19.336912,-99.000473
18699,venustiano,,19.423955,-99.065452
18699,venustiano,,19.423955,-99.065452
18699,venustiano,,19.43631,-99.08347
549,miguelHidalgo,,19.409297,-99.187828
1999,miguelHidalgo,,19.441356,-99.180213
4298,miguelHidalgo,,19.43448,-99.1996
18699,venustiano,,19.423955,-99.065452
11299,miguelHidalgo,,19.441146,-99.16983
5499,magdalena,,19.302404,-99.269897
1799,miguelHidalgo,,19.456174,-99.203254
2899,miguelHidalgo,,19.441356,-99.180213
9849,iztapalapa,,19.327568,-99.060783
23599,iztapalapa,,19.38646,-99.02716
5459.4,venustiano,,19.422796,-99.066093
5559,iztapalapa,,19.346931,-99.025154
6399,gustavo,,19.478536,-99.13697
399,azcapotzalco,,19.470329,-99.146308
18699,tlahuac,,19.29129,-99.032997
9849,xochimilco,,19.270885,-99.1138
23599,tlalpan,,19.287673,-99.161811
7199,coyoacan,,19.311586,-99.153915
7199,gustavo,,19.463983,-99.100555
14099,miguelHidalgo,,19.429861,-99.206398
4099,miguelHidalgo,,19.404106,-99.203056
8097,benitoJuarez,,19.379558,-99.193367
4099,tlahuac,,19.285974,-99.047431
3094,tlahuac,,19.298187,-99.053649
1989,iztapalapa,,19.327466,-99.103767
7663.95,benitoJuarez,,19.38095,-99.136619
758,benitoJuarez,,19.36251,-99.166374
879,miguelHidalgo,,19.431814,-99.194061
1102,cuahutemoc,,19.392518,-99.127967
5499,alvaroObregon,,19.386343,-99.208427
2852,gustavo,,19.461412,-99.118637
2822,iztapalapa,,19.369758,-99.069725
11699,iztacalco,,19.39303,-99.070159
2852,iztapalapa,,19.355735,-99.104232
798,coyoacan,,19.331863,-99.175369
4599,iztapalapa,,19.330596,-99.053649
13964,tlahuac,,19.285974,-99.047431
11699,azcapotzalco,,19.46549,-99.169143
9699,iztapalapa,,19.34245,-99.04636
11999,iztapalapa,,19.34245,-99.04636
150,tlalpan,,19.253669,-99.172615
1312,tlalpan,,19.253669,-99.172615
1999,iztacalco,,19.4111,-99.065773
879,iztapalapa,,19.318372,-99.069465
289,iztapalapa,,19.391553,-99.042594
929,iztapalapa,,19.391553,-99.042594
16699,gustavo,,19.463983,-99.100555
1499,xochimilco,,19.263095,-99.107574
17699,cuajimalpa,,19.368991,-99.28878
2099,benitoJuarez,,19.380393,-99.147689
23599,tlahuac,,19.28683,-99.059875
11999,miguelHidalgo,,19.454332,-99.200286
17699,iztapalapa,,19.345785,-99.064208
4899,alvaroObregon,,19.37338,-99.23526
7299,iztapalapa,,19.341096,-99.036384
23599,benitoJuarez,,19.368541,-99.163604
699,tlahuac,,19.298187,-99.053649
1499,iztapalapa,,19.354766,-99.093734
1699,miguelHidalgo,,19.432657,-99.177444
16699,benitoJuarez,,19.380744,-99.155303
545,iztapalapa,,19.325237,-99.051811
17699,iztacalco,,19.391819,-99.125556
499,miguelHidalgo,,19.45157,-99.18162
1299,cuahutemoc,,19.417922,-99.148384
12599,tlalpan,,19.2954,-99.17993
545,cuajimalpa,,19.3609,-99.29142
599,cuajimalpa,,19.368991,-99.28878
379,alvaroObregon,,19.38709,-99.240798
545,alvaroObregon,,19.38709,-99.240798
1459,alvaroObregon,,19.38709,-99.240798
9849,cuahutemoc,,19.457351,-99.155303
23599,gustavo,,19.458498,-99.110687
23599,benitoJuarez,,19.386495,-99.143539
23599,azcapotzalco,,19.512998,-99.201194
11699,benitoJuarez,,19.392822,-99.15007
11699,iztapalapa,,19.354766,-99.093734
11699,azcapotzalco,,19.46549,-99.169143
11699,gustavo,,19.478103,-99.094436
11699,coyoacan,,19.343421,-99.135932
11699,miguelHidalgo,,19.42752,-99.17751
23599,iztapalapa,,41.546276,2.10861301
4599,cuahutemoc,,19.417364,-99.159454
1239,alvaroObregon,,19.341718,-99.220718
11699,gustavo,,19.515302,-99.160148
10068.17,venustiano,,19.453836,-99.122787
3799,alvaroObregon,,19.371189,-99.262481
11999,iztapalapa,,19.361557,-99.00875
499,iztacalco,,19.39303,-99.070159
319,iztacalco,,19.39303,-99.070159
2189,iztapalapa,,19.386131,-99.043792
11819.28,azcapotzalco,,19.512998,-99.201194
8260.21,cuajimalpa,,19.368991,-99.28878
1546.74,iztapalapa,,19.382762,-99.090156
2693.49,miguelHidalgo,,19.441356,-99.180213
499,iztapalapa,,19.360536,-99.132469
699,cuahutemoc,,19.419193,-99.151153
5349,tlahuac,,19.306715,-99.041389
5549.74,gustavo,,19.492,-99.103767
789,coyoacan,,19.311586,-99.153915
5149,xochimilco,,19.245479,-99.091667
699,benitoJuarez,,19.396593,-99.133163
5599,coyoacan,,19.331863,-99.175369
15599,benitoJuarez,,19.368541,-99.163604
928,gustavo,,19.486274,-99.085792
6399,iztapalapa,,19.380271,-99.088958
7599,alvaroObregon,,19.323923,-99.288261
2598,tlahuac,,19.29129,-99.032997
2399,gustavo,,19.49003,-99.133178
6199,iztapalapa,,19.391553,-99.042594
7949,cuahutemoc,,19.447454,-99.132469
6850,iztapalapa,,19.452369,-99.138412
6799,benitoJuarez,,19.396593,-99.133163
1269,tlalpan,,19.268123,-99.241836
4899,miguelHidalgo,,19.431814,-99.194061
9849,venustiano,,19.429174,-99.056419
689,miguelHidalgo,,19.441356,-99.180213
1459,miguelHidalgo,,19.441356,-99.180213
419,miguelHidalgo,,19.441356,-99.180213
8097,benitoJuarez,,19.379558,-99.193367
649,gustavo,,19.564237,-99.131233
8039,coyoacan,,19.312898,-99.113105
11699,azcapotzalco,,19.46549,-99.169143
4249,gustavo,,19.466737,-99.085922
2099,alvaroObregon,,19.386343,-99.208427
509,benitoJuarez,,19.37207,-99.16908
2918,xochimilco,,19.273139,-99.127632
899,gustavo,,19.570318,-99.135932
4599,benitoJuarez,,19.38095,-99.136619
419,tlalpan,,19.200069,-99.146362
3799,benitoJuarez,,19.38095,-99.136619
1049,gustavo,,19.470235,-99.07508
10299,gustavo,,19.516769,-99.140342
1788,gustavo,,19.496761,-99.07508
929,cuajimalpa,,19.374132,-99.285491
2499,miguelHidalgo,,19.440935,-99.188522
8998,tlahuac,,19.28993,-99.012199
4499,xochimilco,,19.26469,-99.129096
596,miguelHidalgo,,19.443178,-99.202369
5499,alvaroObregon,,19.340915,-99.225112
10998,cuahutemoc,,19.443178,-99.144233
5599,iztapalapa,,19.365877,-99.049461
3094,miguelHidalgo,,19.457485,-99.210678
209,benitoJuarez,,19.394357,-99.177444
4095,azcapotzalco,,19.46794,-99.17555
14099,iztapalapa,,19.346931,-99.025154
2852,coyoacan,,19.328832,-99.133163
3798,iztapalapa,,19.342418,-98.992408
3656,cuajimalpa,,19.355751,-99.299346
3999,gustavo,,19.485109,-99.072311
3798,gustavo,,19.55516,-99.129707
3656,iztapalapa,,19.354297,-98.997848
3798,iztacalco,,19.39303,-99.070159
3979,cuahutemoc,,19.443178,-99.144233
9849,iztapalapa,,19.361557,-99.00875
12799,tlahuac,,19.29924,-99.016845
9849,alvaroObregon,,19.340915,-99.225112
12599,coyoacan,,19.328702,-99.164985
12599,coyoacan,,19.328702,-99.164985
12599,alvaroObregon,,19.363561,-99.240104
1599,coyoacan,,19.328702,-99.164985
12599,azcapotzalco,,19.48723,-99.19595
9849,cuajimalpa,,19.374132,-99.285491
11999,iztapalapa,,19.344068,-99.029777
18899,gustavo,,19.49861,-99.09582
9849,xochimilco,,19.258291,-99.037857
9849,xochimilco,,19.258291,-99.037857
9849,cuahutemoc,,19.443178,-99.144233
9849,cuahutemoc,,19.443178,-99.144233
199,gustavo,,19.544984,-99.126937
9849,iztapalapa,,19.327568,-99.060783
9849,iztapalapa,,19.327568,-99.060783
9849,iztapalapa,,19.327568,-99.060783
9849,iztapalapa,,19.327568,-99.060783
9849,cuahutemoc,,19.43925,-99.163604
9849,iztapalapa,,19.327568,-99.060783
9849,xochimilco,,19.258291,-99.037857
9849,xochimilco,,19.258291,-99.037857
9849,xochimilco,,19.258291,-99.037857
9849,xochimilco,,19.258291,-99.037857
6799,iztapalapa,,19.299192,-99.077842
1459,iztapalapa,,19.318372,-99.069465
16699,gustavo,,19.463983,-99.100555
16699,gustavo,,19.463983,-99.100555
12599,iztacalco,,19.39303,-99.070159
9849,iztapalapa,,19.361557,-99.00875
9849,iztapalapa,,19.361557,-99.00875
16699,gustavo,,19.463983,-99.100555
9849,gustavo,,19.473976,-99.132469
9849,iztapalapa,,19.361557,-99.00875
9849,iztapalapa,,19.361557,-99.00875
9849,iztapalapa,,19.361557,-99.00875
19999,venustiano,,19.423955,-99.065452
16699,gustavo,,19.463983,-99.100555
16699,gustavo,,19.463983,-99.100555
16699,gustavo,,19.463983,-99.100555
15599,benitoJuarez,,19.368541,-99.163604
15599,benitoJuarez,,19.368541,-99.163604
15599,benitoJuarez,,19.368541,-99.163604
12799,gustavo,,19.478326,-99.133857
5149,miguelHidalgo,,19.43202,-99.19123
12599,benitoJuarez,,19.366802,-99.1725
12599,benitoJuarez,,19.366802,-99.1725
8599,benitoJuarez,,19.39912,-99.141464
379,alvaroObregon,,19.37973,-99.225944
17699,cuajimalpa,,19.374132,-99.285491
5999,iztapalapa,,19.338975,-98.999389
6999,gustavo,,19.478326,-99.133857
6999,gustavo,,19.478326,-99.133857
17699,cuajimalpa,,19.374132,-99.285491
9199,miguelHidalgo,,19.408813,-99.18534
9849,xochimilco,,19.270885,-99.1138
11999,xochimilco,,19.291709,-99.16278
6999,gustavo,,19.478326,-99.133857
5599,gustavo,,19.478326,-99.133857
1098,iztapalapa,,19.37491,-99.110687
7999,iztacalco,,19.39303,-99.070159
7999,iztacalco,,19.39303,-99.070159
7999,iztacalco,,19.39303,-99.070159
545,benitoJuarez,,19.367185,-99.162429
23599,coyoacan,,19.336912,-99.000473
6799,iztapalapa,,19.301988,-99.066093
6799,iztapalapa,,19.301988,-99.066093
6799,cuahutemoc,,19.392518,-99.127967
9849,cuahutemoc,,19.392518,-99.127967
16699,iztapalapa,,19.369113,-99.028312
9849,gustavo,,19.473976,-99.132469
9849,gustavo,,19.473976,-99.132469
17699,cuahutemoc,,19.445844,-99.149765
17699,cuahutemoc,,19.445844,-99.149765
17699,cuahutemoc,,19.445844,-99.149765
3599,coyoacan,,19.335817,-99.119522
9099,cuahutemoc,,19.434604,-99.131881
1349,tlahuac,,19.286397,-98.994247
3799,cuajimalpa,,19.374132,-99.285491
1631,coyoacan,,19.340904,-99.14331
9849,azcapotzalco,,19.485216,-99.208915
9849,azcapotzalco,,19.485216,-99.208915
9849,azcapotzalco,,19.485216,-99.208915
4899,gustavo,,19.4894,-99.117019
23599,cuahutemoc,,19.445844,-99.149765
23599,tlahuac,,19.28683,-99.059875
9849,gustavo,,19.460775,-99.102043
6999,venustiano,,19.432802,-99.098167
23599,iztacalco,,19.4111,-99.065773
23599,cuahutemoc,,19.445844,-99.149765
23599,tlahuac,,19.28683,-99.059875
3999,gustavo,,19.504348,-99.099967
3999,gustavo,,19.504348,-99.099967
8039,alvaroObregon,,19.37338,-99.23526
9849,cuahutemoc,,19.392518,-99.127967
9849,cuahutemoc,,19.392518,-99.127967
1879,iztacalco,,19.4111,-99.065773
13998,tlahuac,,19.285974,-99.047431
16699,magdalena,,19.320852,-99.247383
17699,magdalena,,19.320852,-99.247383
17699,magdalena,,19.320852,-99.247383
3999,xochimilco,,19.250654,-99.076461
23599,cuahutemoc,,19.445844,-99.149765
23599,cuahutemoc,,19.445844,-99.149765
10299,gustavo,,19.496761,-99.07508
9099,milpaAlta,,19.187614,-99.025985
9849,cuahutemoc,,19.41666,-99.15674
23599,benitoJuarez,,19.386495,-99.143539
9849,gustavo,,19.460775,-99.102043
6999,gustavo,,19.478326,-99.133857
23599,cuahutemoc,,19.445844,-99.149765
16699,iztacalco,,19.384119,-99.121231
9849,gustavo,,19.460775,-99.102043
23599,cuahutemoc,,19.445844,-99.149765
11699,iztacalco,,19.39303,-99.070159
10299,iztapalapa,,19.304809,-99.083374
11999,miguelHidalgo,,19.454332,-99.200286
11699,iztacalco,,19.39303,-99.070159
11699,iztacalco,,19.39303,-99.070159
11699,iztacalco,,19.39303,-99.070159
11699,iztacalco,,19.39303,-99.070159
11699,iztacalco,,19.39303,-99.070159
11699,iztacalco,,19.39303,-99.070159
1245,tlalpan,,19.290952,-99.124862
4999,xochimilco,,19.26469,-99.129096
4999,xochimilco,,19.26469,-99.129096
12999,cuahutemoc,,19.42364,-99.15636
8298,tlahuac,,19.28993,-99.012199
4148,cuajimalpa,,19.374132,-99.285491
3998,miguelHidalgo,,19.4053,-99.194061
2899,coyoacan,,19.336912,-99.000473
3656,coyoacan,,19.336912,-99.000473
3095,cuajimalpa,,19.323923,-99.288261
6799,tlahuac,,19.301256,-99.044891
2899,coyoacan,,19.336912,-99.000473
11699,iztapalapa,,19.391553,-99.042594
23599,cuahutemoc,,19.445844,-99.149765
4499,tlalpan,,19.290952,-99.124862
11699,iztapalapa,,19.391553,-99.042594
12999,cuahutemoc,,19.42364,-99.15636
12999,cuahutemoc,,19.42364,-99.15636
22399,gustavo,,19.48856,-99.12679
429.45,miguelHidalgo,,19.440935,-99.188522
5499,alvaroObregon,,19.340915,-99.225112
545,alvaroObregon,,19.38709,-99.240798
379,alvaroObregon,,19.38709,-99.240798
1459,alvaroObregon,,19.38709,-99.240798
9849,iztapalapa,,19.330596,-99.053649
11699,iztapalapa,,19.354766,-99.093734
47198,gustavo,,19.483884,-99.113594
11699,coyoacan,,19.343421,-99.135932
6799,xochimilco,,19.232179,-99.122093
18699,gustavo,,19.492,-99.103767
11699,gustavo,,19.478103,-99.094436
11699,gustavo,,19.478103,-99.094436
11699,coyoacan,,19.343421,-99.135932
26949,iztacalco,,19.4111,-99.065773
11699,miguelHidalgo,,19.454332,-99.200286
11699,azcapotzalco,,19.46549,-99.169143
17699,benitoJuarez,,19.360403,-99.149765
17699,cuahutemoc,,19.446828,-99.159454
11699,cuajimalpa,,19.346647,-99.275787
6799,iztapalapa,,19.365053,-98.997695
11699,benitoJuarez,,19.38559,-99.17554
11699,cuajimalpa,,19.346647,-99.275787
16699,iztacalco,,19.400381,-99.131088
16699,iztacalco,,19.39303,-99.070159
16699,azcapotzalco,,19.500823,-99.194274
11699,miguelHidalgo,,19.454332,-99.200286
11699,miguelHidalgo,,19.454332,-99.200286
2599,azcapotzalco,,19.478719,-99.177352
17699,coyoacan,,19.322523,-99.141464
23599,benitoJuarez,,19.382322,-99.145957
23599,venustiano,,19.41546,-99.124168
8039,tlalpan,,19.29523,-99.17646
11699,xochimilco,,19.273139,-99.127632
3299,cuahutemoc,,19.392518,-99.127967
12999,azcapotzalco,,19.49829,-99.15825
23599,iztapalapa,,19.354766,-99.093734
23599,iztapalapa,,19.311473,-99.071601
23599,gustavo,,19.463983,-99.100555
23599,benitoJuarez,,19.368541,-99.163604
11699,cuajimalpa,,19.346647,-99.275787
23599,alvaroObregon,,19.34941,-99.22558
23599,tlalpan,,19.287673,-99.161811
9849,coyoacan,,19.311586,-99.153915
23599,iztapalapa,,21.341352,-97.681945
23599,gustavo,,19.48822,-99.142158
23599,coyoacan,,19.316211,-99.144065
5599,iztapalapa,,19.365877,-99.049461
1099,benitoJuarez,,19.366802,-99.1725
1099,venustiano,,19.446598,-99.09098
12799,tlahuac,,19.29924,-99.016845
23599,iztapalapa,,19.37484,-99.07822
1849,tlalpan,,19.263624,-99.170524
23599,azcapotzalco,,19.512998,-99.201194
4119,iztapalapa,,19.365053,-98.997695
2699,iztapalapa,,19.365053,-98.997695
2499,iztapalapa,,19.365053,-98.997695
1999,iztacalco,,19.4111,-99.065773
5599,xochimilco,,19.291709,-99.16278
14999,xochimilco,,19.291709,-99.16278
14556,xochimilco,,19.291709,-99.16278
23000,xochimilco,,19.291709,-99.16278
23000,xochimilco,,19.291709,-99.16278
23000,xochimilco,,19.291709,-99.16278
23000,xochimilco,,19.291709,-99.16278
9699,xochimilco,,19.291709,-99.16278
6272,xochimilco,,19.291709,-99.16278
4499,xochimilco,,19.291709,-99.16278
5599,iztapalapa,,19.365877,-99.049461
1349,tlahuac,,19.28993,-99.012199
16779,alvaroObregon,,19.378082,-99.222442
3798,iztacalco,,19.39303,-99.070159
19999,azcapotzalco,,19.482637,-99.201324
5599,xochimilco,,19.270885,-99.1138
522,iztapalapa,,19.318372,-99.069465
16699,benitoJuarez,,19.380744,-99.155303
11699,venustiano,,19.446689,-99.113883
10899,tlalpan,,19.28814,-99.17484
2918,iztapalapa,,19.37873,-99.051254
5559,cuajimalpa,,19.368991,-99.28878
379,alvaroObregon,,19.38709,-99.240798
1459,alvaroObregon,,19.38709,-99.240798
545,alvaroObregon,,19.38709,-99.240798
4899,gustavo,,19.452146,-99.105155
8599,cuahutemoc,,19.4038,-99.1376
23599,cuahutemoc,,19.41464,-99.139549
4499,tlalpan,,19.290952,-99.124862
18999,iztacalco,,19.391819,-99.125556
4669,benitoJuarez,,19.38095,-99.136619
10599,xochimilco,,19.263734,-99.096847
5499,alvaroObregon,,19.340915,-99.225112
8999,alvaroObregon,,19.320575,-99.209289
1349,iztapalapa,,19.386123,-99.122421
3389,iztapalapa,,19.386123,-99.122421
1989,azcapotzalco,,19.494319,-99.196136
6272,tlahuac,,19.29924,-99.016845
2399,magdalena,,19.311967,-99.245948
9699,venustiano,,19.432802,-99.098167
5599,miguelHidalgo,,19.454332,-99.200286
4099,tlalpan,,19.28576,-99.2187
4899,tlalpan,,19.29523,-99.17646
5029,tlalpan,,19.297639,-99.182289
6199,azcapotzalco,,19.47517,-99.152534
6199,alvaroObregon,,19.323923,-99.288261
4798,gustavo,,19.466178,-99.104461
3658,venustiano,,19.414806,-99.078536
3999,venustiano,,19.44239,-99.096382
9849,gustavo,,19.49861,-99.09582
8499,gustavo,,19.495084,-99.093742
7499,gustavo,,19.471,-99.144958
8499,tlalpan,,19.287673,-99.161811
6799,iztapalapa,,19.386123,-99.122421
23599,azcapotzalco,,19.47323,-99.15385
799,coyoacan,,19.335426,-99.133857
589.96,benitoJuarez,,19.380744,-99.155303
1429,miguelHidalgo,,19.42937,-99.21219
4739,coyoacan,,19.311586,-99.153915
3798,cuahutemoc,,19.4329,-99.14069
798,iztapalapa,,19.346872,-99.052268
1599,iztapalapa,,19.361557,-99.00875
