costoTotalItems,delegacion,inStore,lat,lon
1099,tlalpan,,19.296146,-99.118644
5339,cuahutemoc,,19.443178,-99.144233
649,iztacalco,,19.39303,-99.070159
6879,milpaAlta,,19.185197,-99.069511
399,miguelHidalgo,,19.45766,-99.19268
6879,coyoacan,,19.303735,-99.163604
5339,xochimilco,,19.353813,-99.163604
498,benitoJuarez,,19.36251,-99.166374
5339,iztapalapa,,19.292985,-99.065521
1499,alvaroObregon,,19.355541,-99.21006
649,tlalpan,,19.28253,-99.17471
1499,iztacalco,,19.400381,-99.131088
649,gustavo,,19.520286,-99.160675
6879,alvaroObregon,,19.37598,-99.213096
649,iztapalapa,,19.345785,-99.064208
19999,tlahuac,,19.260808,-99.005294
5619,xochimilco,,19.250654,-99.076461
5619,gustavo,,19.544984,-99.126937
17899,cuahutemoc,,19.446828,-99.159454
369,tlalpan,,19.300096,-99.191978
5999,iztacalco,inStore,19.368812,-99.121765
8999,azcapotzalco,inStore,19.505399,-99.20375
2449,alvaroObregon,,19.386884,-99.215866
779,iztapalapa,,19.330144,-98.971717
15799,tlalpan,,19.290952,-99.124862
1698,iztacalco,,19.392236,-99.117256
24769,azcapotzalco,,19.464927,-99.180213
5389,azcapotzalco,,19.500823,-99.194274
5029,cuahutemoc,,19.40451,-99.15238
1018,gustavo,,19.487855,-99.09098
1518,gustavo,,19.487855,-99.09098
4999,tlalpan,,19.295394,-99.125915
4549,tlalpan,,19.303085,-99.108566
3699,coyoacan,,19.29994,-99.10592
9799,tlalpan,,19.273345,-99.218635
16999,cuajimalpa,,19.374132,-99.285491
484,azcapotzalco,,19.500823,-99.194274
8499,alvaroObregon,,19.327266,-99.259407
1179,iztapalapa,,19.312231,-99.067474
399,gustavo,,19.478521,-99.086135
484,iztapalapa,,19.330821,-99.004608
8499,coyoacan,,19.328702,-99.164985
1299,iztapalapa,,19.31716,-99.0747
6399,iztapalapa,,19.341096,-99.036384
6399,venustiano,,19.423955,-99.065452
6399,tlalpan,,19.291679,-99.183677
3499,tlalpan,,19.253467,-99.159767
14099,gustavo,,19.48161,-99.09361
3799,benitoJuarez,,19.366802,-99.1725
2369,tlalpan,,19.287673,-99.161811
11899,tlalpan,,19.287673,-99.161811
8999,miguelHidalgo,,19.453142,-99.180213
8999,azcapotzalco,,19.474744,-99.204444
3499,gustavo,,19.5018,-99.1266
5149,alvaroObregon,,19.37598,-99.213096
2119,iztacalco,inStore,19.368812,-99.121765
13999,miguelHidalgo,,19.399688,-99.188522
3599,benitoJuarez,,19.366802,-99.1725
2449,xochimilco,,19.24212,-99.099967
7560,azcapotzalco,inStore,19.503587,-99.203766
13999,cuajimalpa,,19.361991,-99.266403
502.5,miguelHidalgo,,19.446331,-99.212753
15199,venustiano,,19.416904,-99.091667
3699,venustiano,,19.443593,-99.121406
3699,gustavo,,19.49003,-99.133178
3699,gustavo,,19.563966,-99.137657
3699,iztacalco,,19.412727,-99.130348
3699,tlalpan,,19.292388,-99.230628
3699,iztacalco,,19.392236,-99.117256
3699,iztapalapa,,19.341096,-99.036384
2199,tlahuac,,19.284006,-99.042594
1899,cuahutemoc,,19.446828,-99.159454
6799,xochimilco,,19.273139,-99.127632
3699,miguelHidalgo,,19.434198,-99.205139
6899,coyoacan,,19.343421,-99.135932
6899,gustavo,,19.48161,-99.09361
6899,miguelHidalgo,,19.409297,-99.187828
9168,magdalena,,19.313415,-99.263313
4299,milpaAlta,,19.190805,-99.005989
4499,gustavo,,19.489162,-99.116218
8869,tlahuac,,19.29129,-99.032997
3598,miguelHidalgo,,19.446331,-99.212753
5499,cuajimalpa,,19.377212,-99.269615
4369,iztacalco,,19.383251,-99.105499
4799,cuahutemoc,,19.417364,-99.159454
369,coyoacan,,19.321548,-99.160835
349,benitoJuarez,,19.367424,-99.185752
15799,iztacalco,,19.4111,-99.065773
1249,azcapotzalco,,19.466821,-99.157379
1249,cuajimalpa,,19.36064,-99.29167
1249,miguelHidalgo,,19.45848,-99.19126
2449,alvaroObregon,,19.39335,-99.189422
819,cuajimalpa,,19.355751,-99.299346
7299,iztapalapa,,19.361557,-99.00875
4999,alvaroObregon,,19.37598,-99.213096
3599,iztapalapa,,19.346931,-99.025154
3599,coyoacan,,19.347501,-99.171913
4915.54,magdalena,,19.308231,-99.234909
3639,cuahutemoc,,19.45791,-99.144233
7799,tlahuac,,19.256252,-99.008056
1169,cuahutemoc,,19.450349,-99.089714
13999,gustavo,inStore,19.49003,-99.133178
7299,cuahutemoc,,19.4333,-99.13485
19999,iztacalco,inStore,19.368812,-99.121765
54995,iztapalapa,,19.353263,-99.108612
54995,iztapalapa,,19.353263,-99.108612
4099,cuahutemoc,,19.446191,-99.128318
43996,iztapalapa,,19.353263,-99.108612
5499,cuahutemoc,,19.426752,-99.161842
739,magdalena,,19.313697,-99.257774
11699,iztacalco,,19.400096,-99.122093
10035,gustavo,,19.453739,-99.066093
3349,iztapalapa,,19.36523,-99.00749
12599,iztapalapa,,19.330821,-99.004608
897,gustavo,,19.478536,-99.13697
5885,cuahutemoc,,19.428508,-99.134841
949,iztapalapa,,19.292985,-99.065521
3050,milpaAlta,,19.215129,-98.978057
3050,miguelHidalgo,,19.446756,-99.197174
5431,venustiano,,19.446598,-99.09098
5189,iztapalapa,,19.334472,-99.08308
5189,alvaroObregon,,19.3841,-99.23029
5999,iztapalapa,,19.373723,-99.133857
2248,tlahuac,,19.309412,-99.048744
3798,coyoacan,,19.301988,-99.066093
3798,coyoacan,,19.301988,-99.066093
3798,cuahutemoc,,19.41666,-99.15674
5299,cuahutemoc,,19.443178,-99.144233
5617,milpaAlta,,19.205341,-99.069549
1074.5,tlalpan,,19.29497,-99.13202
1369,azcapotzalco,,19.476251,-99.207382
12368,azcapotzalco,inStore,19.505399,-99.20375
3799,miguelHidalgo,,19.45218,-99.18193
3349,cuahutemoc,,19.42826,-99.13713
6889,miguelHidalgo,,19.408813,-99.18534
6889,tlalpan,,19.29951,-99.12516
649,miguelHidalgo,,19.399688,-99.188522
649,gustavo,,19.451997,-99.086135
1179,venustiano,,19.423955,-99.065452
6889,azcapotzalco,,19.482637,-99.201324
649,iztapalapa,,19.3695,-99.10811
7088,cuahutemoc,,19.417922,-99.148384
3349,tlahuac,,19.286397,-98.994247
798,gustavo,,19.478536,-99.13697
2099,tlahuac,,19.306715,-99.041389
23990,venustiano,,19.429561,-99.122093
9999,coyoacan,,19.34489,-99.14933
6799,cuahutemoc,,19.404661,-99.133857
3170,iztacalco,inStore,19.368812,-99.121765
5189,iztapalapa,,19.334472,-99.08308
1578,gustavo,,19.49003,-99.133178
2349,gustavo,inStore,19.49003,-99.133178
2349,gustavo,inStore,19.49003,-99.133178
2349,gustavo,inStore,19.491876,-99.133595
2349,gustavo,inStore,19.491876,-99.133595
2349,gustavo,inStore,19.491876,-99.133595
2349,gustavo,inStore,19.491876,-99.133595
19799,iztacalco,,19.4111,-99.065773
2798,cuahutemoc,,19.443178,-99.144233
1329,gustavo,,19.483547,-99.110664
3699,venustiano,,19.44239,-99.096382
3989,iztacalco,inStore,19.368812,-99.121765
12099,azcapotzalco,,19.47019,-99.14907
4169,gustavo,,19.473623,-99.124862
7539,gustavo,,19.452692,-99.072311
3820,gustavo,,19.470235,-99.07508
5699,cuahutemoc,,19.409368,-99.171913
2888,gustavo,,19.470811,-99.107574
12099,azcapotzalco,,19.47019,-99.14907
6889,cuahutemoc,,19.417922,-99.148384
2884,iztapalapa,,,
1499,benitoJuarez,,19.367185,-99.162429
639,alvaroObregon,,19.345151,-99.184516
279.5,alvaroObregon,,19.37598,-99.213096
15799,tlalpan,,19.294759,-99.166374
8999,cuahutemoc,,19.43829,-99.15602
258,venustiano,,19.412792,-99.118637
899,alvaroObregon,,19.340204,-99.257774
1249,azcapotzalco,,19.494319,-99.196136
629,cuahutemoc,,19.426752,-99.161842
2998,iztapalapa,,19.301988,-99.066093
19999,iztacalco,inStore,19.368812,-99.121765
2349,gustavo,inStore,19.491876,-99.133595
5618,iztapalapa,,19.344068,-99.029777
4889,cuahutemoc,,19.42648,-99.14101
2691,azcapotzalco,,19.505399,-99.20375
3269,gustavo,,19.49003,-99.133178
649,venustiano,,19.412792,-99.118637
1298,venustiano,,19.443593,-99.121406
649,iztapalapa,,19.342418,-98.992408
6889,benitoJuarez,,19.366802,-99.1725
23990,cuahutemoc,,19.457351,-99.155303
8769,gustavo,,19.453739,-99.066093
1439,azcapotzalco,,19.503587,-99.203766
979,cuahutemoc,,19.404661,-99.133857
8245,cuahutemoc,,19.404661,-99.133857
10399,iztacalco,,19.39303,-99.070159
4699,coyoacan,,19.327623,-99.149147
15799,gustavo,,19.553194,-99.153915
18399,cuahutemoc,,19.426752,-99.161842
5999,miguelHidalgo,,19.408813,-99.18534
9999,xochimilco,,19.226192,-99.116111
5999,magdalena,,19.325176,-99.248756
15799,gustavo,,19.553194,-99.153915
15799,gustavo,,19.553194,-99.153915
5673,iztapalapa,,19.373723,-99.133857
17199,gustavo,,19.582387,-99.130393
15799,coyoacan,,19.301988,-99.066093
599,tlalpan,,19.253669,-99.172615
7149,coyoacan,,19.321548,-99.160835
14298,cuahutemoc,,19.405298,-99.164985
1349,benitoJuarez,,19.3705,-99.139389
2399,gustavo,inStore,19.49003,-99.133178
3299,iztapalapa,,19.346931,-99.025154
19799,cuahutemoc,,19.43236,-99.15554
5699,alvaroObregon,,19.3841,-99.23029
2599,cuahutemoc,,19.41464,-99.139549
879,tlalpan,,19.253669,-99.172615
1798,alvaroObregon,,19.274354,-99.183502
1398,benitoJuarez,,19.39801,-99.15231
3298,gustavo,,19.451997,-99.086135
899,iztapalapa,,19.345785,-99.064208
399,coyoacan,,19.301988,-99.066093
374,iztapalapa,,19.354871,-99.021011
17899,benitoJuarez,,19.388044,-99.185752
19999,gustavo,inStore,19.491876,-99.133595
19999,gustavo,inStore,19.491876,-99.133595
519,benitoJuarez,,19.368474,-99.179519
6284,alvaroObregon,,19.391725,-99.207557
6398,benitoJuarez,,19.39679,-99.15586
1890,alvaroObregon,,19.397003,-99.185966
5999,gustavo,,19.515302,-99.160148
3049,iztapalapa,,19.325237,-99.051811
5999,gustavo,,19.466178,-99.104461
3649,iztapalapa,,19.355455,-99.077056
17899,alvaroObregon,,19.356262,-99.239402
19899,benitoJuarez,,19.380744,-99.155303
19899,coyoacan,,19.34489,-99.14933
6399,iztapalapa,,19.342082,-99.053215
3869,benitoJuarez,,19.394357,-99.177444
949,gustavo,,19.478521,-99.086135
19898,benitoJuarez,,19.396593,-99.133163
369,miguelHidalgo,,19.45766,-99.19268
1998,cuahutemoc,,19.417364,-99.159454
9545,tlalpan,,19.303085,-99.108566
19898,cuahutemoc,,19.417364,-99.159454
6889,cuahutemoc,,19.417922,-99.148384
4799,alvaroObregon,,19.274354,-99.183502
17799,cuahutemoc,,19.42784,-99.16695
1000,iztapalapa,,19.291755,-99.067527
6200,iztapalapa,,19.291755,-99.067527
3899,coyoacan,,19.328702,-99.164985
7539,gustavo,,19.452692,-99.072311
483,miguelHidalgo,,19.45766,-99.19268
5499,tlalpan,,19.287187,-99.170524
6899,coyoacan,,19.328702,-99.164985
699,miguelHidalgo,,19.457559,-99.194747
2199,xochimilco,,19.253156,-99.055725
13999,benitoJuarez,,19.392822,-99.15007
7299,azcapotzalco,,19.47371,-99.15938
3649,miguelHidalgo,,19.43211,-99.19117
17919,azcapotzalco,inStore,19.503587,-99.203766
4699,magdalena,,19.326883,-99.244606
8509,iztapalapa,,19.365877,-99.049461
14099,benitoJuarez,,19.392822,-99.15007
1860,cuahutemoc,,19.443178,-99.144233
2449,tlalpan,,19.27486,-99.16776
3649,venustiano,,19.423955,-99.065452
17999,gustavo,inStore,19.491876,-99.133595
17999,iztacalco,inStore,19.368812,-99.121765
1269,benitoJuarez,,19.367424,-99.185752
14999,venustiano,,19.44876,-99.10053
1499,benitoJuarez,,19.3705,-99.139389
3349,gustavo,,19.518514,-99.153427
6889,tlahuac,,19.274066,-99.005294
999,tlalpan,,19.30178,-99.202369
6269,iztapalapa,,19.341096,-99.036384
17699,iztapalapa,,19.380271,-99.088958
18399,coyoacan,,19.31696,-99.12769
849,cuahutemoc,,19.392518,-99.127967
6199,azcapotzalco,,19.475677,-99.192062
779,cuahutemoc,,19.443178,-99.144233
5431,magdalena,,19.325176,-99.248756
7599,alvaroObregon,,19.372528,-99.266433
3050,iztapalapa,,19.330821,-99.004608
2419,cuajimalpa,,19.355751,-99.299346
699,iztapalapa,,37.973533,-122.53108
1049,tlalpan,,19.272781,-99.186096
899,venustiano,,19.432802,-99.098167
3699,cuahutemoc,,19.457351,-99.155303
5343,cuahutemoc,,19.434604,-99.131881
5343,iztapalapa,,19.341096,-99.036384
22999,cuajimalpa,,19.3868,-99.26557
2969,tlalpan,,19.272781,-99.186096
5198,cuahutemoc,,19.417922,-99.148384
6689,iztapalapa,,19.37491,-99.110687
6284,iztapalapa,,19.369113,-99.028312
2838,tlalpan,,19.259141,-99.186447
3999,cuahutemoc,,19.409368,-99.171913
5649,gustavo,,19.471,-99.144958
5649,miguelHidalgo,,19.457485,-99.210678
999,iztapalapa,,37.973533,-122.53108
6999,coyoacan,,19.307352,-99.106193
2099,coyoacan,,19.321548,-99.160835
1298,xochimilco,,19.280563,-99.111724
399,gustavo,,19.489162,-99.116218
2099,alvaroObregon,,19.384325,-99.215522
3799,cuahutemoc,,19.457351,-99.155303
2099,cuahutemoc,,19.392518,-99.127967
649,cuahutemoc,,19.446828,-99.159454
215,venustiano,,19.452852,-99.113105
5099,tlalpan,,19.27168,-99.1548
1999,iztacalco,inStore,19.368812,-99.121765
17999,iztacalco,inStore,19.368812,-99.121765
17999,iztacalco,inStore,19.368812,-99.121765
3699,gustavo,,19.49003,-99.133178
10389,coyoacan,,19.311586,-99.153915
2838,iztapalapa,,19.365877,-99.049461
6129,benitoJuarez,,19.39912,-99.141464
2659,iztapalapa,,19.386131,-99.043792
3349,iztapalapa,,19.338975,-98.999389
5619,milpaAlta,,19.205341,-99.069549
17899,benitoJuarez,,19.388044,-99.185752
17899,benitoJuarez,,19.388044,-99.185752
4099,coyoacan,,19.307352,-99.106193
1199,cuajimalpa,,19.355751,-99.299346
1769,iztacalco,,19.391803,-99.10704
9499,tlalpan,,19.277509,-99.172599
3599,cuahutemoc,,19.43925,-99.163604
3599,alvaroObregon,,19.39335,-99.189422
4419,gustavo,,19.466737,-99.085922
2199,tlahuac,,19.29683,-99.035
6399,iztapalapa,,19.295751,-99.073005
9999,azcapotzalco,,19.494743,-99.187828
19999,azcapotzalco,inStore,19.503587,-99.203766
6694,iztacalco,inStore,19.368812,-99.121765
760.26,iztacalco,,19.39303,-99.070159
799,tlalpan,,19.283607,-99.188903
799,xochimilco,,19.273139,-99.127632
5499,gustavo,,19.463983,-99.100555
2199,coyoacan,,19.339212,-99.151817
2199,gustavo,,19.49003,-99.133178
2199,xochimilco,,19.291709,-99.16278
2199,magdalena,,19.327167,-99.224525
2199,cuahutemoc,,19.436023,-99.154609
2199,iztapalapa,,19.386123,-99.122421
2199,iztacalco,,19.384119,-99.121231
2199,iztacalco,,19.384119,-99.121231
600,magdalena,,19.325176,-99.248756
600,magdalena,,19.325176,-99.248756
17999,iztacalco,inStore,19.368812,-99.121765
849,iztacalco,,19.383251,-99.105499
5999,gustavo,,19.544984,-99.126937
6269,cuajimalpa,,19.355323,-99.30767
6269,iztacalco,,19.396448,-99.121406
5999,azcapotzalco,,19.479799,-99.191978
8999,iztacalco,,19.4111,-99.065773
18399,xochimilco,,19.270805,-99.100654
5999,cuahutemoc,,19.40599,-99.17217
7900,venustiano,,19.420581,-99.124862
4099,gustavo,,19.5018,-99.1266
219,tlalpan,,19.299577,-99.121749
1899,alvaroObregon,,19.364337,-99.203056
4999,tlalpan,,19.299577,-99.121749
6595,iztapalapa,,19.38048,-99.11009
3050,xochimilco,,19.20996,-99.098144
3050,alvaroObregon,,19.382049,-99.201171
3050,iztacalco,,19.400381,-99.131088
3050,azcapotzalco,inStore,19.505399,-99.20375
12499,gustavo,,19.525054,-99.171218
3050,iztacalco,,19.40009,-99.11348
129,cuahutemoc,,19.452369,-99.138412
1199,cuajimalpa,,19.355323,-99.30767
488,iztapalapa,,19.325237,-99.051811
899,iztapalapa,,19.355455,-99.077056
298,gustavo,,19.4725,-99.12155
1499,iztapalapa,,19.353263,-99.108612
2888,milpaAlta,,13.613221,-89.178932
10694,azcapotzalco,inStore,19.505399,-99.20375
2890,iztapalapa,,19.34199,-99.0553
5347,cuahutemoc,,19.41464,-99.139549
10399,azcapotzalco,,19.47019,-99.14907
5298,coyoacan,,19.331863,-99.175369
2887,miguelHidalgo,,19.4053,-99.194061
5647,benitoJuarez,,19.36251,-99.166374
5647,tlalpan,,19.279039,-99.142158
5396,tlalpan,,19.291194,-99.223052
6999,iztapalapa,,19.362487,-99.108261
3648,venustiano,,19.423955,-99.065452
7849,azcapotzalco,,19.46549,-99.169143
4685,milpaAlta,,19.190919,-99.093055
639,iztacalco,,19.391952,-99.108261
3890,gustavo,,19.451997,-99.086135
1278,alvaroObregon,,19.345151,-99.184516
4685,benitoJuarez,,19.39912,-99.141464
4685,magdalena,,19.31109,-99.2593
1439,iztapalapa,,19.365877,-99.049461
3349,iztapalapa,,19.355455,-99.077056
3349,alvaroObregon,,19.382049,-99.201171
7849,azcapotzalco,inStore,19.505399,-99.20375
1199,xochimilco,,19.253156,-99.055725
2998,iztapalapa,,19.369113,-99.028312
279.5,azcapotzalco,,19.505399,-99.20375
1249,tlalpan,,19.291194,-99.223052
2449,coyoacan,,19.328702,-99.164985
1249,iztapalapa,,19.312231,-99.067474
614,iztapalapa,,19.355455,-99.077056
6399,iztapalapa,,19.350585,-99.088562
949,cuahutemoc,,19.426752,-99.161842
6699,gustavo,,19.538143,-99.138351
5649,cuahutemoc,,19.457351,-99.155303
4069,gustavo,,19.515302,-99.160148
6899,venustiano,,19.415771,-99.10733
649,alvaroObregon,,19.391725,-99.207557
649,milpaAlta,,19.190919,-99.093055
3799,milpaAlta,,13.613221,-89.178932
6899,miguelHidalgo,,19.433916,-99.187873
2099,tlahuac,,19.279188,-99.005989
3799,iztapalapa,,19.330144,-98.971717
3799,alvaroObregon,,19.336072,-99.215866
6889,iztacalco,,19.39303,-99.070159
1499,miguelHidalgo,,19.399688,-99.188522
2999,alvaroObregon,,19.362377,-99.23114
2999,iztapalapa,,19.325326,-99.057136
5348,iztapalapa,,19.314737,-99.06562
1630,xochimilco,,19.270885,-99.1138
4889,cuahutemoc,,19.414979,-99.177444
8399,iztapalapa,,19.344753,-99.114219
19935,cuahutemoc,,19.418058,-99.131088
9545,coyoacan,inStore,19.345617,-99.173698
599,coyoacan,,19.303537,-99.116218
2499,magdalena,,19.293785,-99.243919
450,magdalena,,19.325176,-99.248756
3355,gustavo,,19.468629,-99.092361
100,magdalena,,19.325176,-99.248756
5649,cuahutemoc,,19.443178,-99.144233
5647,venustiano,,19.443157,-99.086135
1199,venustiano,,19.428667,-99.068382
11639,venustiano,,19.428667,-99.068382
6646,venustiano,,19.428667,-99.068382
1199,venustiano,,19.428667,-99.068382
3949,xochimilco,,19.26534,-99.11073
2749,xochimilco,,19.25795,-99.11089
5499,xochimilco,,19.26534,-99.11073
11186,xochimilco,,19.25795,-99.11089
4448,xochimilco,,19.25795,-99.11089
8245,xochimilco,,19.25795,-99.11089
6399,xochimilco,,19.25795,-99.11089
2199,cuahutemoc,,19.443178,-99.144233
17999,iztacalco,inStore,19.368812,-99.121765
5298,gustavo,,19.49003,-99.133178
15299,azcapotzalco,,19.46863,-99.17698
2848,gustavo,,19.49003,-99.133178
17899,miguelHidalgo,,19.409297,-99.187828
137,miguelHidalgo,,19.434198,-99.205139
137,miguelHidalgo,,19.434198,-99.205139
2888,tlalpan,,19.28836,-99.17466
7857,gustavo,,19.496761,-99.07508
6399,benitoJuarez,,19.368541,-99.163604
15399,iztapalapa,,19.334472,-99.08308
7849,azcapotzalco,inStore,19.505399,-99.20375
7849,azcapotzalco,inStore,19.505399,-99.20375
7346,azcapotzalco,inStore,19.505399,-99.20375
19999,iztacalco,inStore,19.368812,-99.121765
3399,iztapalapa,,19.34276,-99.04624
19999,iztacalco,inStore,19.368812,-99.121765
19999,iztacalco,inStore,19.368812,-99.121765
19999,iztacalco,inStore,19.368812,-99.121765
35598,cuahutemoc,,19.430267,-99.137313
1004.5,cuajimalpa,,19.355323,-99.30767
349,tlalpan,,19.21331,-99.20156
6459,cuahutemoc,,19.426752,-99.161842
3399,tlahuac,,19.300859,-99.059181
1399,xochimilco,,19.270885,-99.1138
2999,coyoacan,,19.32323,-99.15979
3399,iztacalco,,19.400096,-99.122093
9699,cuahutemoc,,19.404661,-99.133857
19999,cuajimalpa,,19.346347,-99.31044
14999,miguelHidalgo,,19.399688,-99.188522
179,cuahutemoc,,19.452369,-99.138412
6269,azcapotzalco,,19.488069,-99.183631
5799,venustiano,,19.41546,-99.124168
15999,magdalena,,19.308931,-99.250152
5999,tlalpan,,19.27486,-99.16776
6129,benitoJuarez,,19.39912,-99.141464
8949,gustavo,,19.474042,-99.116561
3349,gustavo,,19.473152,-99.08303
21098,gustavo,inStore,19.491876,-99.133595
2349,azcapotzalco,inStore,19.503587,-99.203766
499,benitoJuarez,,19.367185,-99.162429
749,coyoacan,,19.32125,-99.17559
488,gustavo,,19.49571,-99.081298
998,iztapalapa,,19.330144,-98.971717
3699,alvaroObregon,,19.39335,-99.189422
2499,iztapalapa,,19.336938,-99.111724
2499,xochimilco,,19.262187,-99.11103
2399,alvaroObregon,,19.383281,-99.217834
1699,benitoJuarez,,19.367185,-99.162429
199,gustavo,,19.478521,-99.086135
4889,magdalena,,19.326883,-99.244606
6899,gustavo,,19.453739,-99.066093
3389,tlahuac,,19.274066,-99.005294
3389,iztacalco,,19.384191,-99.094779
1199,azcapotzalco,,19.472385,-99.187232
599,iztacalco,,19.400096,-99.122093
499,tlalpan,,19.300968,-99.116172
639,gustavo,,19.486274,-99.085792
3639,benitoJuarez,,19.366081,-99.139389
849,azcapotzalco,,19.47111,-99.1455
3170,iztacalco,inStore,19.368812,-99.121765
399,xochimilco,,19.263095,-99.107574
6799,azcapotzalco,inStore,19.503587,-99.203766
12398,azcapotzalco,inStore,19.503587,-99.203766
429,alvaroObregon,,19.391725,-99.207557
4399,gustavo,,19.4885,-99.12685
639,azcapotzalco,,19.493232,-99.183296
4399,iztapalapa,,19.330144,-98.971717
5348,cuajimalpa,,19.355751,-99.299346
4279,milpaAlta,,19.215129,-98.978057
3799,gustavo,,19.460218,-99.113105
6899,gustavo,,19.485109,-99.072311
1298,magdalena,,19.327167,-99.224525
1999,iztacalco,inStore,19.368812,-99.121765
6899,iztapalapa,,19.39438,-99.05573
10999,iztapalapa,,19.37859,-99.07686
4399,tlahuac,,19.230009,-99.002532
4687,coyoacan,,19.353813,-99.163604
4655,cuahutemoc,,19.445844,-99.149765
6269,iztapalapa,,19.380271,-99.088958
6269,iztacalco,,19.40009,-99.11348
19999,venustiano,,19.443593,-99.121406
14999,iztapalapa,,19.351785,-99.097602
6269,miguelHidalgo,,19.42035,-99.21103
1049,iztacalco,,19.400096,-99.122093
749,magdalena,,19.31109,-99.2593
998,cuahutemoc,,19.41822,-99.17198
6799,azcapotzalco,inStore,19.503587,-99.203766
19999,gustavo,inStore,19.491876,-99.133595
17799,iztapalapa,,19.344068,-99.029777
5396,iztacalco,,19.384119,-99.121231
5647,coyoacan,,19.327564,-99.121749
299,iztapalapa,,19.391553,-99.042594
759,iztacalco,,19.400096,-99.122093
499,cuahutemoc,,19.392519,-99.127967
6899,azcapotzalco,,19.494487,-99.19593
5349,gustavo,,19.487508,-99.097892
738,xochimilco,,19.246906,-99.122093
649,cuahutemoc,,19.458118,-99.125556
6899,iztapalapa,,19.341096,-99.036384
1947,iztacalco,,19.4111,-99.065773
3799,cuahutemoc,,19.409368,-99.171913
5379,coyoacan,,19.319931,-99.14907
8998,venustiano,,19.41057,-99.120025
15240,gustavo,inStore,19.49003,-99.133178
849,coyoacan,,19.311586,-99.153915
669,alvaroObregon,,19.364337,-99.203056
2599,iztapalapa,,19.365053,-98.997695
3349,coyoacan,,19.33439,-99.132781
6899,alvaroObregon,,19.358585,-99.185752
6799,coyoacan,,19.343421,-99.135932
3199,gustavo,inStore,19.491876,-99.133595
6399,gustavo,,19.515302,-99.160148
6399,gustavo,,19.515302,-99.160148
6399,gustavo,,19.515302,-99.160148
6399,gustavo,,19.515302,-99.160148
6129,iztapalapa,,19.310697,-99.074295
19999,venustiano,,19.436504,-99.115875
17999,gustavo,,19.492315,-99.140876
8499,coyoacan,,19.303735,-99.163604
14999,tlalpan,,19.303085,-99.108566
259,benitoJuarez,,19.39801,-99.15231
639,tlahuac,,19.28683,-99.059875
2399,iztapalapa,,19.360536,-99.132469
369,azcapotzalco,,19.500823,-99.194274
17799,iztacalco,,19.391164,-99.094696
5499,magdalena,,19.313697,-99.257774
19799,cuajimalpa,,19.392936,-99.263313
639,azcapotzalco,,19.493692,-99.164985
669,gustavo,,19.473976,-99.132469
599,azcapotzalco,,19.493692,-99.164985
17799,cuahutemoc,,19.435634,-99.149513
5499,iztapalapa,,19.355461,-99.10247
5499,iztapalapa,,41.546276,2.10861301
8999,miguelHidalgo,,19.433916,-99.187873
15999,cuahutemoc,,19.418058,-99.131088
9999,cuahutemoc,,19.446828,-99.159454
6229,iztacalco,,19.383251,-99.105499
5799,cuahutemoc,,19.43925,-99.163604
13999,iztapalapa,,19.341096,-99.036384
19999,cuajimalpa,,19.346347,-99.31044
10399,gustavo,,19.51131,-99.139564
279.5,gustavo,,19.473976,-99.132469
4899,alvaroObregon,,19.34941,-99.22558
2892,alvaroObregon,,19.367424,-99.200286
4655,coyoacan,,19.305686,-99.175468
3099,milpaAlta,,19.187614,-99.025985
5787,cuahutemoc,,19.445844,-99.149765
430,azcapotzalco,,19.493232,-99.183296
3639,cuahutemoc,,19.447454,-99.132469
3899,iztapalapa,,19.365053,-98.997695
6199,alvaroObregon,,19.395689,-99.202018
229,azcapotzalco,,19.493692,-99.164985
949,benitoJuarez,,19.403192,-99.155647
949,coyoacan,,19.299102,-99.153228
5649,iztapalapa,,19.369113,-99.028312
6699,iztacalco,,19.391164,-99.094696
4769,coyoacan,,19.328702,-99.164985
3599,gustavo,,19.50489,-99.097328
499,iztapalapa,,19.341096,-99.036384
4889,iztapalapa,,19.365053,-98.997695
1499,iztacalco,,19.412727,-99.130348
1439,cuahutemoc,,19.418058,-99.131088
4279,iztapalapa,,19.369113,-99.028312
1089,cuahutemoc,,19.43925,-99.163604
4279,azcapotzalco,,19.494487,-99.19593
2849,azcapotzalco,,19.482637,-99.201324
649,coyoacan,,19.317401,-99.140769
5379,venustiano,,19.415586,-99.092361
6899,cuahutemoc,,19.43925,-99.163604
649,azcapotzalco,,19.493232,-99.183296
4687,gustavo,,19.529056,-99.135932
6399,tlahuac,,19.301256,-99.044891
2799,alvaroObregon,,19.395689,-99.202018
1399,azcapotzalco,,19.468469,-99.146652
11999,iztapalapa,,19.360536,-99.132469
78598,coyoacan,,19.353813,-99.163604
37998,gustavo,inStore,19.491876,-99.133595
3989,iztacalco,inStore,19.368812,-99.121765
130,azcapotzalco,,19.493692,-99.164985
1199,gustavo,,19.544143,-99.143539
119,iztacalco,,19.4111,-99.065773
7699,iztapalapa,,19.299192,-99.077842
3399,gustavo,inStore,19.491876,-99.133595
7699,gustavo,inStore,19.491876,-99.133595
2349,gustavo,inStore,19.491876,-99.133595
2349,gustavo,inStore,19.491876,-99.133595
2349,gustavo,inStore,19.491876,-99.133595
22299,iztapalapa,,19.377367,-99.120018
1299,miguelHidalgo,,19.408813,-99.18534
3693,cuahutemoc,,19.417922,-99.148384
