costoTotalItems,estado,lat,lon
"620476.05",PUEBLA,"-34.60368","-58.3815574"
17774,COAHUILA,"29.310581","-100.950325"
63084,PUEBLA,"18.432695","-97.4001159"
86771,CHIHUAHUA,"28.660282","-106.018463"
"1266327.5",MICHOACAN,"37.338207","-121.886329"
87229,"ESTADO DE MEXICO","19.417118","-98.9712753"
54153,OAXACA,"17.054838","-96.7059249"
22827,"CIUDAD DE MEXICO","19.337736","-99.1964950"
15058,MORELOS,"18.630132","-99.1570510"
25947,SONORA,"29.110395","-110.960723"
293824,NAYARIT,"20.722035","-105.27954"
"293376.18","ESTADO DE MEXICO","19.415874","-99.0048217"
119252,"ESTADO DE MEXICO","19.539136","-99.0669937"
31884,"ESTADO DE MEXICO","19.309053","-98.9079818"
40754,JALISCO,"19.679281","-103.466713"
99768,VERACRUZ,"19.549854","-96.9218139"
341254,JALISCO,"20.545475","-103.358367"
32355,VERACRUZ,"19.191415","-96.1275177"
105386,MORELOS,"18.812604","-98.9548263"
75262,"CIUDAD DE MEXICO","19.419193","-99.1511535"
"38884.31",SINALOA,"25.571361","-108.475898"
13465,MORELOS,"18.933032","-99.2493591"
111837,"ESTADO DE MEXICO","19.678281","-98.9680099"
238610,JALISCO,"19.705017","-103.468521"
302683,"QUINTANA ROO","21.14133","-86.85274"
"48996.05",TLAXCALA,"19.238969","-98.2992630"
314456,"NUEVO LEON","25.671764","-100.301208"
"458257.68","BAJA CALIFORNIA SUR","23.100397","-109.727912"
15098,"NUEVO LEON","25.684625","-100.410507"
60381,MICHOACAN,"19.704038","-101.245224"
28202,GUERRERO,"16.886688","-99.9451065"
"59104.5",NAYARIT,"21.504165","-104.894592"
96831,PUEBLA,"19.487333","-99.1236114"
48299,PUEBLA,"20.264650","-97.9656753"
129807,"NUEVO LEON","25.722349","-100.228111"
26512,"NUEVO LEON","25.762409","-100.263168"
53816,GUANAJUATO,"20.023462","-100.686813"
49898,JALISCO,"20.738746","-103.337791"
14768,GUANAJUATO,"20.740272","-101.437263"
25038,GUANAJUATO,"21.182207","-101.705184"
"65852.98999999999","CIUDAD DE MEXICO","19.447454","-99.1324691"
42447,"CIUDAD DE MEXICO","19.347057","-99.2965774"
11222,VERACRUZ,"18.452123","-96.3717346"
99282,"ESTADO DE MEXICO","19.273406","-99.6600036"
29204,"CIUDAD DE MEXICO","19.272781","-99.1860961"
99437,"ESTADO DE MEXICO","17.660810","-97.3353118"
32424,"NUEVO LEON","25.583597","-99.9969940"
11504,QUERETARO,"20.666170","-100.237762"
85575,GUANAJUATO,"20.459518","-100.629814"
109175,COAHUILA,"25.502830","-103.348259"
26540,"ESTADO DE MEXICO","19.655202","-99.2208709"
55063,"ESTADO DE MEXICO","19.532829","-99.0798797"
79740,"ESTADO DE MEXICO","19.250749","-99.6295547"
32143,VERACRUZ,"20.563949","-97.4749908"
"60588.43",GUANAJUATO,"21.092071","-101.663070"
163085,JALISCO,"20.640829","-103.390388"
26888,"QUINTANA ROO","20.61846","-87.09397"
"159619.43","CIUDAD DE MEXICO","19.369113","-99.0283126"
123849,"CIUDAD DE MEXICO","19.414806","-99.0785369"
93227,"CIUDAD DE MEXICO","19.386495","-99.1435394"
53331,"NUEVO LEON","25.658952","-100.341178"
59584,VERACRUZ,"19.549854","-96.9218139"
241965,SINALOA,"23.276031","-106.433097"
14604,VERACRUZ,"19.547994","-96.9099121"
32731,"ESTADO DE MEXICO","19.632156","-99.1656189"
143322,VERACRUZ,"19.450660","-96.9610061"
59242,VERACRUZ,"19.370817","-96.3759536"
"239304.37","NUEVO LEON","25.778827","-100.427642"
18804,"BAJA CALIFORNIA","32.529865","-116.971244"
363491,MORELOS,"21.281190","-89.6651611"
27402,"ESTADO DE MEXICO","19.254722","-99.4791641"
133674,"CIUDAD DE MEXICO","19.381729","-99.1649856"
"359515.38","CIUDAD DE MEXICO","19.399997","-99.1518707"
171688,VERACRUZ,"41.648822","-0.88908529"
18799,VERACRUZ,"19.451938","-96.9594497"
43599,"NUEVO LEON","25.722349","-100.228111"
60861,JALISCO,"20.698921","-103.407836"
34731,HIDALGO,"20.118144","-98.7825393"
124284,"ESTADO DE MEXICO","19.610658","-99.0522689"
53582,JALISCO,"20.657159","-103.442146"
80082,"CIUDAD DE MEXICO","19.525054","-99.1712188"
46123,JALISCO,"20.713891","-103.399482"
65218,"BAJA CALIFORNIA SUR","22.90277","-109.9206"
35905,"ESTADO DE MEXICO","19.610588","-99.3162155"
343436,"CIUDAD DE MEXICO","19.433916","-99.1878738"
178817,PUEBLA,"19.005229","-98.2001113"
24903,"CIUDAD DE MEXICO","19.344753","-99.1142196"
65602,"NUEVO LEON","25.783349","-100.194488"
128243,"ESTADO DE MEXICO","19.569988","-99.7650680"
178817,PUEBLA,"19.005229","-98.2001113"
"154672.8","CIUDAD DE MEXICO","19.441356","-99.1802139"
49651,"CIUDAD DE MEXICO","19.434604","-99.1318817"
111953,"NUEVO LEON","25.7766","-100.3181"
249838,SINALOA,"24.814987","-107.434158"
495046,CHIAPAS,"16.756116","-93.1174087"
101395,MICHOACAN,"19.705688","-101.186424"
49752,VERACRUZ,"18.439249","-96.3578414"
55910,"CIUDAD DE MEXICO","19.453838","-99.2099838"
267553,"CIUDAD DE MEXICO","19.445844","-99.1497650"
"132545.47999999998","ESTADO DE MEXICO","19.554250","-99.1767272"
110436,"CIUDAD DE MEXICO","19.380271","-99.0889587"
14604,PUEBLA,"19.053348","-98.1625366"
59410,"ESTADO DE MEXICO","19.910633","-99.1400833"
46252,JALISCO,"20.714342","-103.385116"
116623,"CIUDAD DE MEXICO","19.331863","-99.1753692"
43496,"CIUDAD DE MEXICO","19.269159","-99.0077133"
48664,"CIUDAD DE MEXICO","19.441146","-99.1698303"
113964,VERACRUZ,"18.444122","-95.2130279"
34858,SONORA,"29.496944","-109.696945"
"620476.05",ZACATECAS,"-34.60368","-58.3815574"
141160,YUCATAN,"21.009344","-89.6435546"
113188,"CIUDAD DE MEXICO","19.400381","-99.1310882"
51412,"QUINTANA ROO","19.738824","-88.7103652"
"1001733.05","CIUDAD DE MEXICO","19.388044","-99.1857528"
376107,HIDALGO,"21.136644","-98.4132843"
35663,TAMAULIPAS,"26.038791","-98.3559570"
1232642,"NUEVO LEON","25.704767","-100.146865"
23398,"ESTADO DE MEXICO","19.440210","-99.2605438"
30353,GUANAJUATO,"21.019014","-101.257362"
46650,MICHOACAN,"19.725673","-101.191757"
86645,TLAXCALA,"19.299900","-98.1931991"
19730,NAYARIT,"22.393589","-105.452941"
965336,"CIUDAD DE MEXICO","19.490030","-99.1331787"
72946,CHIAPAS,"16.785900","-93.0958023"
18183,PUEBLA,"18.591009","-98.4763565"
156177,"CIUDAD DE MEXICO","19.444992","-99.1082611"
110589,"QUINTANA ROO","18.525598","-88.2853469"
114362,"NUEVO LEON","25.73108","-100.19991"
26043,HIDALGO,"19.792102","-98.5511856"
40617,"QUINTANA ROO","20.154167","-88.1575012"
104651,"ESTADO DE MEXICO","19.377285","-99.2886047"
82903,GUANAJUATO,"20.552316","-100.833152"
194392,YUCATAN,"21.03054","-89.63494"
54422,SONORA,"29.102582","-110.955261"
"78990.95","CIUDAD DE MEXICO","19.500286","-99.1802139"
14586,GUERRERO,"18.316946","-99.8833541"
202010,CHIAPAS,"11.978795","-86.5072326"
41179,"ESTADO DE MEXICO","19.602285","-99.1918106"
230180,JALISCO,"20.659780","-103.299957"
20518,"NUEVO LEON","18.465539","-66.1057357"
161632,"CIUDAD DE MEXICO","19.200069","-99.1463623"
"50908.43",PUEBLA,"18.474010","-97.3906402"
"31059.2","NUEVO LEON","25.714750","-100.342071"
862781,JALISCO,"20.522999","-103.361632"
85381,"BAJA CALIFORNIA","32.405776","-116.967918"
2539,JALISCO,"19.555805","-103.372741"
16643,MICHOACAN,"-32.83524","-70.7010345"
23954,"CIUDAD DE MEXICO","19.293205","-99.1386947"
104651,"ESTADO DE MEXICO","19.377285","-99.2886047"
15134,JALISCO,"20.738746","-103.337791"
"42092.14","CIUDAD DE MEXICO","19.470235","-99.0750808"
109175,COAHUILA,"25.502830","-103.348259"
2539,JALISCO,"19.555805","-103.372741"
408,"BAJA CALIFORNIA","32.533027","-117.070053"
268662,TAMAULIPAS,"26.373125","-97.9716720"
15926,COLIMA,"19.316139","-103.764526"
70533,CHIAPAS,"16.799770","-93.2674789"
"201570.14",AGUASCALIENTES,"21.883970","-102.242858"
"117772.5","BAJA CALIFORNIA","39.862831","-4.02732324"
44942,"CIUDAD DE MEXICO","19.469768","-99.1573791"
2899,VERACRUZ,"17.943824","-94.9183807"
30492,TAMAULIPAS,"27.444040","-99.5187759"
12322,VERACRUZ,"20.508062","-97.4299240"
280614,"QUINTANA ROO","21.107593","-86.8855209"
131672,"CIUDAD DE MEXICO","19.543708","-99.1313324"
"35780.8","NUEVO LEON","25.839290","-100.410194"
"178411.21","CIUDAD DE MEXICO","19.373723","-99.1338577"
223088,CHIHUAHUA,"-27.42692","-55.9467086"
"134932.05",OAXACA,"16.554342","-95.1034774"
26152,TLAXCALA,"19.332080","-98.1964569"
17625,VERACRUZ,"19.370817","-96.3759536"
19655,CHIHUAHUA,"31.660245","-106.364128"
"56245.79","ESTADO DE MEXICO","19.751161","-99.1878280"
14148,DURANGO,"23.848241","-104.244117"
35905,"ESTADO DE MEXICO","19.610588","-99.3162155"
30727,GUANAJUATO,"21.017082","-101.849258"
26187,"CIUDAD DE MEXICO","19.272781","-99.1860961"
"56052.05","ESTADO DE MEXICO","19.268163","-99.6005630"
20372,COAHUILA,"25.668373","-97.8159103"
174783,JALISCO,"20.638214","-103.316391"
153596,JALISCO,"19.705017","-103.468521"
238641,"BAJA CALIFORNIA","39.862831","-4.02732324"
89589,SINALOA,"25.78995","-108.9918"
34596,JALISCO,"20.694826","-103.450454"
2975,"CIUDAD DE MEXICO","19.450183","-99.1075744"
236360,"ESTADO DE MEXICO","19.399494","-98.9896621"
73817,HIDALGO,"19.914283","-99.3388671"
11659,"ESTADO DE MEXICO","19.414190","-98.9128036"
79238,"ESTADO DE MEXICO","19.793130","-99.0765228"
54153,OAXACA,"17.054838","-96.7059249"
22955,VERACRUZ,"19.184785","-96.1487197"
96397,"ESTADO DE MEXICO","19.232555","-98.9224243"
28763,TLAXCALA,"19.114690","-98.1762008"
42565,SINALOA,"23.236848","-106.432426"
"606051.75","CIUDAD DE MEXICO","19.426752","-99.1618423"
262616,QUERETARO,"20.381658","-99.9665908"
"38884.31",SINALOA,"25.571361","-108.475898"
124284,"ESTADO DE MEXICO","19.610658","-99.0522689"
"143182.65","CIUDAD DE MEXICO","19.283607","-99.1889038"
13153,"ESTADO DE MEXICO","19.607385","-99.8008422"
"584437.6","NUEVO LEON","25.786596","-100.239158"
17631,"BAJA CALIFORNIA","31.846315","-116.567131"
115111,"CIUDAD DE MEXICO","19.378730","-99.0512542"
219968,"ESTADO DE MEXICO","19.524787","-99.2253265"
129385,YUCATAN,"21.050575","-89.6401443"
7949,HIDALGO,"20.119665","-98.6965103"
19655,CHIHUAHUA,"31.660245","-106.364128"
"75153.25",CHIHUAHUA,"28.660837","-106.083892"
12128,YUCATAN,"20.479816","-90.0793457"
"592220.6799999999","QUINTANA ROO","20.664495","-87.1063842"
101308,TABASCO,"18.018123","-92.9887161"
109822,YUCATAN,"20.976833","-89.5994110"
11190,"ESTADO DE MEXICO","19.459812","-99.2891845"
293607,"QUINTANA ROO","21.169570","-86.8477554"
214067,"ESTADO DE MEXICO","19.643314","-99.0324249"
"113068.14",YUCATAN,"19.580333","-88.0440979"
8999,GUANAJUATO,"20.952140","-101.428237"
206705,TABASCO,"17.987155","-92.9500656"
"404326.05",ZACATECAS,"22.770925","-102.583252"
12727,HIDALGO,"19.964286","-98.5219879"
68850,"ESTADO DE MEXICO","19.270805","-99.1006546"
20372,COAHUILA,"25.668373","-97.8159103"
573732,"CIUDAD DE MEXICO","19.411100","-99.0657730"
93507,"CIUDAD DE MEXICO","19.453142","-99.1802139"
49317,"NUEVO LEON","25.659814","-100.216918"
71412,OAXACA,"17.094276","-96.7126083"
76475,"CIUDAD DE MEXICO","19.470235","-99.0750808"
7017,"CIUDAD DE MEXICO","19.43213","-99.20275"
36677,"ESTADO DE MEXICO","19.672658","-99.1648712"
183496,"ESTADO DE MEXICO","19.608221","-98.9921493"
103265,"ESTADO DE MEXICO","19.282609","-99.6556625"
9999,TLAXCALA,"19.585033","-98.4632110"
91985,CHIHUAHUA,"28.700380","-106.126487"
48311,"BAJA CALIFORNIA","32.538307","-116.917533"
"4467.05","ESTADO DE MEXICO","19.569084","-99.2508316"
20693,"NUEVO LEON","5.9333901","-72.9000396"
310694,PUEBLA,"29.424121","-98.4936294"
"54755.05","CIUDAD DE MEXICO","19.265131","-99.1670303"
42710,DURANGO,"25.557043","-103.521179"
654994,"ESTADO DE MEXICO","19.637454","-99.0853653"
147581,"NUEVO LEON","25.966211","-100.290863"
27957,"ESTADO DE MEXICO","19.609189","-99.0667877"
88390,JALISCO,"19.878700","-103.598655"
13301,JALISCO,"20.716554","-103.302154"
91390,"CIUDAD DE MEXICO","19.31696","-99.12769"
134564,PUEBLA,"19.079761","-98.1364135"
"174782.99","CIUDAD DE MEXICO","19.367185","-99.1624298"
32383,"ESTADO DE MEXICO","19.600740","-98.9781036"
249838,SINALOA,"24.814987","-107.434158"
63138,"ESTADO DE MEXICO","19.954339","-99.8441162"
90082,MICHOACAN,"19.70299","-101.1956"
17550,PUEBLA,"19.411722","-99.5592041"
782586,"CIUDAD DE MEXICO","19.361557","-99.0087509"
6318,JALISCO,"20.644781","-103.320831"
6078,AGUASCALIENTES,"37.779926","-121.978012"
46843,CHIHUAHUA,"28.65363","-106.1302"
64243,YUCATAN,"20.301092","-89.4186019"
"812956.1","CIUDAD DE MEXICO","19.393030","-99.0701599"
58231,"CIUDAD DE MEXICO","19.487855","-99.0909805"
63224,"ESTADO DE MEXICO","19.525096","-99.0463943"
18446,VERACRUZ,"19.051063","-96.1678619"
"6008.1","NUEVO LEON","25.680513","-100.428947"
110153,TLAXCALA,"19.318325","-98.1919097"
19467,MICHOACAN,"18.010766","-102.209381"
12759,VERACRUZ,"18.133480","-94.4677429"
81587,QUERETARO,"20.621450","-100.449668"
11304,JALISCO,"20.642112","-103.700355"
116187,HIDALGO,"20.233522","-99.2127533"
5599,HIDALGO,"20.078763","-98.3591613"
35570,VERACRUZ,"17.994482","-94.5321502"
108111,SINALOA,"23.261175","-106.429542"
"60209.41",JALISCO,"20.744089","-103.431213"
208991,"ESTADO DE MEXICO","19.532741","-99.2131805"
32336,ZACATECAS,"22.765312","-102.555976"
"59104.5",NAYARIT,"21.504165","-104.894592"
109554,"CIUDAD DE MEXICO","19.405298","-99.1649856"
80807,"CIUDAD DE MEXICO","19.310697","-99.0742950"
51195,"CIUDAD DE MEXICO","19.384191","-99.0947799"
67301,JALISCO,"20.666284","-103.323829"
"208732.05","CIUDAD DE MEXICO","19.439250","-99.1636047"
41707,"CIUDAD DE MEXICO","19.452146","-99.1051559"
19098,"NUEVO LEON","25.658777","-100.228820"
343106,"CIUDAD DE MEXICO","19.417364","-99.1594543"
26464,VERACRUZ,"18.447238","-95.2098083"
56148,JALISCO,"20.833417","-102.770004"
"120289.89",TABASCO,"17.998191","-92.9297714"
161587,"SAN LUIS POTOSI","33.745471","-117.867652"
"56052.05","ESTADO DE MEXICO","19.268163","-99.6005630"
145194,"CIUDAD DE MEXICO","19.478521","-99.0861358"
134564,PUEBLA,"19.079761","-98.1364135"
81428,OAXACA,"15.733527","-96.4719924"
"145653.2",VERACRUZ,"37.973533","-122.531089"
31937,"ESTADO DE MEXICO","19.603050","-99.2860717"
"81690.62",SONORA,"29.121995","-111.010437"
7699,HIDALGO,"20.135484","-98.7718658"
786245,QUERETARO,"20.63667","-100.470671"
23737,ZACATECAS,"23.174125","-102.858245"
218115,"ESTADO DE MEXICO","19.805307","-99.1525344"
143550,"NUEVO LEON","25.754480","-100.307518"
68415,GUANAJUATO,"21.151578","-100.944145"
24265,NAYARIT,"21.515796","-104.901657"
24703,"ESTADO DE MEXICO","19.539089","-99.3992233"
140900,"CIUDAD DE MEXICO","19.326301","-99.1248626"
124294,OAXACA,"16.205249","-95.1960296"
"174782.99","CIUDAD DE MEXICO","19.367185","-99.1624298"
"35176.92",PUEBLA,"19.026973","-98.2228317"
84960,"ESTADO DE MEXICO","19.403560","-99.0529632"
105521,"SAN LUIS POTOSI","22.184291","-100.949050"
37473,"ESTADO DE MEXICO","19.498916","-99.2507476"
"433217.43",VERACRUZ,"17.932167","-94.0993042"
71656,"CIUDAD DE MEXICO","19.31109","-99.2593"
20501,CHIAPAS,"16.751689","-92.6501083"
62980,"ESTADO DE MEXICO","19.155550","-99.5748443"
30650,COLIMA,"19.113809","-104.338462"
87275,GUANAJUATO,"20.646802","-100.995788"
35204,GUANAJUATO,"21.157619","-101.695373"
15004,VERACRUZ,"19.515804","-96.9272689"
15119,COAHUILA,"25.46581","-100.9543"
403899,"QUINTANA ROO","21.167394","-86.8508911"
"906397.15","ESTADO DE MEXICO","19.415874","-99.0048217"
156177,"CIUDAD DE MEXICO","19.444992","-99.1082611"
"65823.39","CIUDAD DE MEXICO","19.439645","-99.0826797"
118561,PUEBLA,"19.816011","-97.3570556"
"10201.310000000001",HIDALGO,"20.397783","-98.1987457"
3159,PUEBLA,"19.010311","-98.1811523"
32696,TAMAULIPAS,"27.490161","-99.5159683"
"56245.79","ESTADO DE MEXICO","19.751161","-99.1878280"
50941,PUEBLA,"19.061433","-98.1441726"
8476,JALISCO,"20.636363","-103.250358"
18446,VERACRUZ,"19.051063","-96.1678619"
2251,COAHUILA,"28.421230","-100.763877"
75587,"ESTADO DE MEXICO","19.66993","-99.184"
238641,"BAJA CALIFORNIA","39.862831","-4.02732324"
"137934.62",JALISCO,"20.657159","-103.442146"
7017,"CIUDAD DE MEXICO","19.43213","-99.20275"
32136,CHIAPAS,"16.742786","-92.6406402"
32910,GUANAJUATO,"21.073396","-101.614707"
163806,JALISCO,"20.665630","-103.264183"
74679,JALISCO,"20.707733","-103.324379"
17698,"ESTADO DE MEXICO","19.561288","-99.2549972"
14554,HIDALGO,"20.474805","-99.2252197"
161032,"NUEVO LEON","25.890796","-100.117118"
51017,"ESTADO DE MEXICO","22.158061","-100.906547"
20298,SINALOA,"25.805284","-108.978820"
"190819.62000000002","ESTADO DE MEXICO","19.708187","-98.9597244"
"584437.6","NUEVO LEON","25.786596","-100.239158"
37416,"CIUDAD DE MEXICO","19.362377","-99.2311401"
316374,"CIUDAD DE MEXICO","19.361110","-99.1940612"
15004,COAHUILA,"25.526042","-103.225952"
146187,JALISCO,"20.718578","-103.378402"
14604,HIDALGO,"20.113191","-98.7377929"
121132,"ESTADO DE MEXICO","19.629636","-99.1312026"
"90602.1","CIUDAD DE MEXICO","19.372684","-99.1836776"
14604,GUERRERO,"16.833467","-99.8991241"
87440,"CIUDAD DE MEXICO","19.382139","-99.1276321"
19526,"ESTADO DE MEXICO","19.273921","-99.5715179"
"156553.38",JALISCO,"20.696941","-103.370773"
161587,HIDALGO,"33.745471","-117.867652"
40377,SINALOA,"24.771326","-107.487281"
25462,"BAJA CALIFORNIA","32.561428","-116.623291"
81397,PUEBLA,"19.047163","-98.1892089"
862781,JALISCO,"20.522999","-103.361632"
189888,"CIUDAD DE MEXICO","19.292388","-99.2306289"
62913,"BAJA CALIFORNIA","32.440723","-117.053665"
520864,JALISCO,"20.785375","-103.476776"
"132898.55",PUEBLA,"19.141342","-98.2849884"
90418,GUANAJUATO,"20.527399","-100.849266"
3599,CHIHUAHUA,"28.414285","-106.843742"
32119,"ESTADO DE MEXICO","19.575265","-99.1878662"
"417074.99",JALISCO,"19.465490","-99.1691436"
500439,JALISCO,"37.765205","-122.241638"
"400329.66000000003",JALISCO,"20.746101","-103.402053"
4154,DURANGO,"25.564971","-103.480201"
"463882.84",GUANAJUATO,"19.417922","-99.1483840"
112492,"ESTADO DE MEXICO","19.408536","-98.8849868"
33814,"NUEVO LEON","25.937597","-100.363822"
6085,SONORA,"26.828363","-109.632072"
6998,"ESTADO DE MEXICO","19.273406","-99.6600036"
"59104.5",NAYARIT,"21.504165","-104.894592"
24903,"CIUDAD DE MEXICO","19.344753","-99.1142196"
18369,YUCATAN,"20.992692","-89.6114349"
82335,TAMAULIPAS,"22.259029","-97.8293151"
46787,"CIUDAD DE MEXICO","19.467704","-99.0667877"
"125895.6",SINALOA,"24.820217","-107.413612"
"20584.05",PUEBLA,"19.070758","-98.1273727"
250093,"CIUDAD DE MEXICO","19.415771","-99.1073303"
"145653.2",TABASCO,"37.973533","-122.531089"
19054,SINALOA,"24.782844","-107.355033"
152831,"ESTADO DE MEXICO","19.534389","-99.1200637"
31537,"CIUDAD DE MEXICO","19.292181","-99.1590118"
1320629,SINALOA,"25.459167","-108.085060"
7619,"BAJA CALIFORNIA","32.632965","-114.858154"
28852,QUERETARO,"20.667188","-99.8934021"
139407,JALISCO,"20.290660","-102.545822"
24411,"BAJA CALIFORNIA","31.873426","-116.600425"
102473,SONORA,"29.108289","-110.971527"
54066,"CIUDAD DE MEXICO","19.270885","-99.1138000"
10797,"QUINTANA ROO","20.638782","-87.0739746"
44936,"NUEVO LEON","25.691028","-100.356803"
190941,"CIUDAD DE MEXICO","19.353813","-99.1636047"
37938,"BAJA CALIFORNIA SUR","22.899566","-109.912056"
152831,"ESTADO DE MEXICO","19.534389","-99.1200637"
29607,"CIUDAD DE MEXICO","19.245479","-99.0916671"
146539,"QUINTANA ROO","21.1632","-86.8252"
114194,"QUINTANA ROO","20.507234","-87.2323226"
66514,"BAJA CALIFORNIA","32.442359","-116.989105"
"123445.31","ESTADO DE MEXICO","19.684000","-99.0156555"
486177,PUEBLA,"18.982849","-98.2640304"
49198,GUANAJUATO,"21.185707","-101.705574"
"203651.5",GUANAJUATO,"21.149545","-100.938674"
61546,AGUASCALIENTES,"21.885300","-102.291325"
186640,"CIUDAD DE MEXICO","19.3281","-99.11398"
60426,TABASCO,"17.989221","-92.9202880"
75040,"CIUDAD DE MEXICO","19.392936","-99.2633132"
47146,TAMAULIPAS,"22.289270","-97.8948440"
104717,CHIAPAS,"10.403692","-85.7897262"
50778,VERACRUZ,"19.17452","-96.12704"
106064,"ESTADO DE MEXICO","19.444446","-99.2885818"
4099,"CIUDAD DE MEXICO","19.363399","-99.2178344"
"178411.21","CIUDAD DE MEXICO","19.373723","-99.1338577"
444508,YUCATAN,"20.984598","-89.6351013"
349261,"CIUDAD DE MEXICO","19.392519","-99.1279678"
36116,AGUASCALIENTES,"-25.26374","-57.5759277"
6482,DURANGO,"25.953527","-105.364730"
12305,PUEBLA,"18.881910","-97.7327270"
41773,JALISCO,"20.290660","-102.545822"
66514,"BAJA CALIFORNIA","32.442359","-116.989105"
240247,VERACRUZ,"19.173772","-96.1342239"
118240,"CIUDAD DE MEXICO","19.392518","-99.1279678"
59203,GUANAJUATO,"21.153022","-101.627716"
42970,CHIAPAS,"16.870693","-93.2071609"
87794,PUEBLA,"19.07484","-98.29515"
33447,OAXACA,"18.104618","-95.8898010"
69491,COAHUILA,"25.778423","-103.260574"
21852,"CIUDAD DE MEXICO","19.454195","-99.1739883"
10258,YUCATAN,"20.703823","-90.1585998"
266992,YUCATAN,"20.973064","-89.6660461"
254483,PUEBLA,"19.076578","-98.3021163"
5599,NAYARIT,"22.487199","-105.361427"
40186,"ESTADO DE MEXICO","19.209348","-99.4419250"
130424,"CIUDAD DE MEXICO","19.4885","-99.12685"
135431,OAXACA,"19.320575","-99.2092895"
93092,"ESTADO DE MEXICO","19.584226","-99.2601928"
19657,VERACRUZ,"20.456670","-97.3156127"
226571,PUEBLA,"19.047163","-98.1892089"
"85258.43",YUCATAN,"21.135736","-88.1401214"
4099,GUANAJUATO,"20.934673","-101.428794"
27988,"ESTADO DE MEXICO","19.529722","-99.1591110"
11695,CHIAPAS,"34.016506","-118.113754"
89880,COLIMA,"19.259630","-103.756797"
495046,CHIAPAS,"16.756116","-93.1174087"
44796,VERACRUZ,"18.901847","-96.9730072"
23772,"BAJA CALIFORNIA","30.725801","-115.986709"
52787,SONORA,"29.09371","-110.9845"
197615,"CIUDAD DE MEXICO","19.339212","-99.1518173"
9442,MICHOACAN,"19.431236","-100.348388"
25458,VERACRUZ,"18.188346","-94.5960159"
"41067.5","ESTADO DE MEXICO","19.584226","-99.2601928"
27864,COLIMA,"19.059764","-104.245773"
15897,CHIHUAHUA,"28.394937","-106.878318"
"334690.73",JALISCO,"34.953033","-120.435722"
268662,TAMAULIPAS,"26.373125","-97.9716720"
32910,GUANAJUATO,"21.073396","-101.614707"
43795,"ESTADO DE MEXICO","19.410438","-99.0553817"
40663,SONORA,"27.458274","-109.947006"
110937,AGUASCALIENTES,"21.908046","-102.241920"
27327,"CIUDAD DE MEXICO","19.490030","-99.1331787"
68523,"ESTADO DE MEXICO","19.290264","-98.9155654"
56369,CHIHUAHUA,"27.116998","-104.911872"
108490,"SAN LUIS POTOSI","33.745471","-117.867652"
8388,AGUASCALIENTES,"21.853078","-102.337341"
3599,VERACRUZ,"20.479551","-97.0101242"
22827,"CIUDAD DE MEXICO","19.337736","-99.1964950"
23990,CHIHUAHUA,"28.269737","-105.480804"
215953,CHIAPAS,"35.686973","-105.937797"
100028,"NUEVO LEON","25.788116","-100.384529"
304019,"NUEVO LEON","37.774929","-122.419418"
"208480.14",JALISCO,"20.730485","-103.352256"
18578,SINALOA,"23.209342","-106.417816"
5698,VERACRUZ,"18.431573","-95.1201324"
304019,SINALOA,"37.774929","-122.419418"
19696,MORELOS,"18.830600","-99.1841125"
61748,CHIAPAS,"16.736991","-92.6375961"
86344,"SAN LUIS POTOSI","22.122898","-100.901779"
20746,JALISCO,"20.718578","-103.378402"
221400,COAHUILA,"25.438323","-100.973678"
19792,PUEBLA,"19.086826","-98.1891784"
44677,MICHOACAN,"20.332408","-102.042907"
5827,"ESTADO DE MEXICO","19.438657","-99.2764816"
31187,"ESTADO DE MEXICO","19.415760","-99.0478897"
12128,YUCATAN,"20.479816","-90.0793457"
32638,PUEBLA,"19.849143","-97.4939346"
15429,OAXACA,"16.447912","-95.0263748"
5758,CHIAPAS,"14.878170","-92.2586517"
14216,OAXACA,"16.829721","-96.6694869"
"236334.55",OAXACA,"17.06227","-96.72757"
59951,"CIUDAD DE MEXICO","19.273139","-99.1276321"
"159619.43","CIUDAD DE MEXICO","19.369113","-99.0283126"
8844,"NUEVO LEON","25.776731","-100.184562"
106288,DURANGO,"25.598402","-103.484291"
36437,"SAN LUIS POTOSI","22.143831","-100.922729"
92043,"BAJA CALIFORNIA","32.523654","-116.873382"
166615,"ESTADO DE MEXICO","19.291419","-99.5113830"
32972,MORELOS,"18.872787","-99.2533874"
101451,HIDALGO,"20.740003","-99.3825683"
276794,HIDALGO,"20.051021","-98.7820968"
145724,"CIUDAD DE MEXICO","19.330821","-99.0046081"
116623,"CIUDAD DE MEXICO","19.331863","-99.1753692"
32668,"ESTADO DE MEXICO","19.208835","-98.9122924"
84374,"ESTADO DE MEXICO","19.639827","-99.0773468"
12065,OAXACA,"18.046106","-96.1416625"
48861,"NUEVO LEON","25.774322","-100.249847"
207735,PUEBLA,"18.970750","-98.2045517"
17956,SINALOA,"25.802003","-109.018943"
"19683.88","ESTADO DE MEXICO","19.282613","-99.5069122"
11754,"ESTADO DE MEXICO","19.347375","-98.9714202"
35100,MICHOACAN,"-32.83524","-70.7010345"
11717,GUANAJUATO,"20.479503","-100.804496"
"343223.43","ESTADO DE MEXICO","19.480463","-99.0474319"
10498,"ESTADO DE MEXICO","19.434234","-99.2513656"
254313,"BAJA CALIFORNIA","34.052234","-118.243682"
"28812.2","BAJA CALIFORNIA","32.569858","-115.479995"
