costoTotalItems,estado,lat,lon
47222,YUCATAN,"21.091627","-89.5956115"
47222,YUCATAN,"21.091627","-89.5956115"
"60588.43",GUANAJUATO,"21.092071","-101.663070"
94421,"CIUDAD DE MEXICO","19.367424","-99.1857528"
90655,VERACRUZ,"18.135000","-94.4914169"
20088,"CIUDAD DE MEXICO","19.353263","-99.1086120"
35084,CAMPECHE,"18.667854","-91.7499923"
53412,TAMAULIPAS,"22.225269","-97.8447113"
"168353.97",CHIAPAS,"17.344388","-91.7263946"
64759,"CIUDAD DE MEXICO","19.538143","-99.1383514"
54079,"CIUDAD DE MEXICO","19.485326","-99.1845474"
121765,JALISCO,"20.647361","-105.222969"
178762,"QUINTANA ROO","21.131349","-86.8740921"
22898,TLAXCALA,"19.223474","-98.2007141"
16511,"NUEVO LEON","25.812498","-100.356872"
31277,"NUEVO LEON","25.7592","-100.2692"
226391,JALISCO,"20.679576","-103.351135"
121245,CHIAPAS,"16.753070","-93.0955123"
161032,"NUEVO LEON","25.890796","-100.117118"
4105,GUANAJUATO,"21.142076","-101.661651"
"33997.89","CIUDAD DE MEXICO","19.318962","-99.2266006"
"33997.89","CIUDAD DE MEXICO","19.318962","-99.2266006"
"155710.84",GUANAJUATO,"20.586154","-101.213623"
81924,"ESTADO DE MEXICO","19.402990","-98.9307403"
85800,TABASCO,"17.831745","-93.3877105"
172082,"QUINTANA ROO","20.622051","-87.0750122"
9267,"ESTADO DE MEXICO","19.163223","-99.6169128"
8613,"BAJA CALIFORNIA SUR","24.164667","-110.304954"
43078,CHIAPAS,"16.225513","-92.1192474"
73657,CHIAPAS,"16.238250","-92.1442871"
20299,JALISCO,"19.841796","-104.275207"
20299,TAMAULIPAS,"26.042844","-98.3306732"
68957,"ESTADO DE MEXICO","19.456884","-99.0474319"
211715,"SAN LUIS POTOSI","22.128776","-100.932762"
31198,VERACRUZ,"18.877902","-96.9346618"
"118031.92","QUINTANA ROO","21.107593","-86.8855209"
"118031.92","QUINTANA ROO","21.107593","-86.8855209"
"118031.92","QUINTANA ROO","21.107593","-86.8855209"
27457,"QUINTANA ROO","18.298069","-88.6524276"
39083,CAMPECHE,"19.833377","-90.5388183"
98662,"ESTADO DE MEXICO","19.703332","-99.0766677"
20528,"BAJA CALIFORNIA","32.473953","-116.911094"
85737,YUCATAN,"21.019393","-89.6388473"
2164,"ESTADO DE MEXICO","19.552545","-96.9323196"
4663,GUERRERO,"16.835887","-99.9097213"
"85277.1",JALISCO,"20.707733","-103.324378"
35178,"CIUDAD DE MEXICO","19.397003","-99.2133636"
268640,VERACRUZ,"18.135000","-94.4914169"
740,HIDALGO,"20.326911","-99.2366409"
21000,"ESTADO DE MEXICO","19.534698","-99.0491027"
75040,"CIUDAD DE MEXICO","19.392936","-99.2633132"
118938,"CIUDAD DE MEXICO","19.253156","-99.0557251"
"1001733.05","CIUDAD DE MEXICO","19.388044","-99.1857528"
14922,"ESTADO DE MEXICO","19.522821","-99.0292968"
324534,"ESTADO DE MEXICO","19.266443","-99.6908950"
43648,MICHOACAN,"19.980403","-102.292350"
80836,"NUEVO LEON","25.688890","-100.508522"
25913,MICHOACAN,"19.710033","-101.182975"
254313,OAXACA,"34.052234","-118.243682"
254313,OAXACA,"34.052234","-118.243682"
15598,HIDALGO,"20.191154","-99.2790145"
76220,"CIUDAD DE MEXICO","19.334812","-99.2044448"
"82633.22","CIUDAD DE MEXICO","19.417364","-99.1594543"
14416,VERACRUZ,"19.549007","-96.9588470"
133976,"ESTADO DE MEXICO","19.297944","-99.7392917"
48423,SONORA,"29.151683","-110.988288"
42224,GUANAJUATO,"21.120746","-101.719017"
46421,VERACRUZ,"19.543674","-96.9414978"
27660,AGUASCALIENTES,"22.150365","-102.283081"
278062,"CIUDAD DE MEXICO","19.431814","-99.1940612"
57904,MORELOS,"18.951704","-99.1968307"
"641704.49","QUINTANA ROO","21.14332","-86.923693"
21912,SINALOA,"24.760408","-107.383407"
32673,"CIUDAD DE MEXICO","19.327167","-99.2245254"
"76477.26000000001","NUEVO LEON","34.953033","-120.435722"
59144,"SAN LUIS POTOSI","22.128776","-100.932762"
"207891.08000000002","CIUDAD DE MEXICO","19.601840","-99.0506744"
60747,VERACRUZ,"17.994394","-94.5784530"
66226,CHIAPAS,"10.403692","-85.7897262"
90655,VERACRUZ,"18.135000","-94.4914169"
47503,VERACRUZ,"19.514078","-96.9323196"
257607,GUERRERO,"17.736389","-98.0511093"
57395,"ESTADO DE MEXICO","19.368799","-98.9666290"
29767,QUERETARO,"21.228502","-99.4801177"
152831,"ESTADO DE MEXICO","19.534389","-99.1200637"
16862,JALISCO,"20.433731","-103.342880"
"41067.5","ESTADO DE MEXICO","19.584226","-99.2601928"
"41067.5","ESTADO DE MEXICO","19.584226","-99.2601928"
19792,PUEBLA,"19.086826","-98.1891784"
124899,MICHOACAN,"19.703355","-101.114975"
7371,JALISCO,"20.586805","-103.233581"
186640,"CIUDAD DE MEXICO","19.3281","-99.11398"
"606051.75","CIUDAD DE MEXICO","19.426752","-99.1618423"
41119,CAMPECHE,"18.645790","-91.8330535"
17597,MORELOS,"18.886558","-99.1609039"
"101991.56","CIUDAD DE MEXICO","19.478103","-99.0944366"
"671787.2",VERACRUZ,"29.424121","-98.4936294"
"179079.65",QUERETARO,"20.649049","-100.439331"
94468,"CIUDAD DE MEXICO","19.347478","-99.1138000"
60316,PUEBLA,"18.998079","-98.2117309"
"38625.05",TLAXCALA,"19.584205","-98.5651168"
64512,QUERETARO,"20.585964","-100.364173"
32074,"ESTADO DE MEXICO","19.827550","-99.2026214"
"512255.25",CHIHUAHUA,"-27.42692","-55.9467086"
49324,TLAXCALA,"19.31263","-97.92378"
37818,JALISCO,"20.680393","-105.235939"
44342,AGUASCALIENTES,"21.859531","-102.234046"
41850,SONORA,"30.714456","-112.161621"
226571,PUEBLA,"19.047163","-98.1892089"
213471,JALISCO,"20.643705","-103.432716"
"182299.36","QUINTANA ROO","21.161169","-86.8766021"
87452,"CIUDAD DE MEXICO","19.226192","-99.1161117"
71441,CHIHUAHUA,"28.632995","-106.069099"
108837,"CIUDAD DE MEXICO","19.329259","-99.2702407"
68415,GUANAJUATO,"21.151578","-100.944145"
"317798.70999999996","QUINTANA ROO","21.161169","-86.8766021"
43481,"ESTADO DE MEXICO","19.684648","-99.1265945"
72197,GUANAJUATO,"20.023382","-100.734443"
140379,PUEBLA,"19.072240","-98.177742"
43078,CHIAPAS,"16.225513","-92.1192474"
18599,OAXACA,"17.069492","-96.7107620"
80802,ZACATECAS,"19.273345","-99.2186355"
"55583.71","ESTADO DE MEXICO","19.286209","-99.5022277"
171110,"ESTADO DE MEXICO","19.269714","-98.9414978"
12186,VERACRUZ,"19.165473","-96.1397781"
374106,"CIUDAD DE MEXICO","19.49905","-99.20181"
629506,GUERRERO,"34.052234","-118.243682"
35091,HIDALGO,"20.122997","-98.7632598"
127282,"BAJA CALIFORNIA SUR","23.100397","-109.727912"
51898,MORELOS,"18.81115","-98.95233"
440368,OAXACA,"17.059417","-96.7216186"
16778,VERACRUZ,"19.559408","-96.8955078"
71070,VERACRUZ,"18.14184","-94.4867"
17304,GUANAJUATO,"21.064388","-101.472961"
143307,NAYARIT,"21.489883","-104.830505"
212315,MICHOACAN,"17.96298","-102.1995"
"173076.43",HIDALGO,"21.136644","-98.4132843"
47839,MICHOACAN,"19.710033","-101.182975"
201528,"ESTADO DE MEXICO","19.67091","-99.02331"
"680476.59","CIUDAD DE MEXICO","19.382762","-99.0901565"
13599,"BAJA CALIFORNIA SUR","23.075035","-109.716369"
117404,CHIAPAS,"11.978795","-86.5072326"
49913,"CIUDAD DE MEXICO","19.376541","-99.1802139"
22598,COAHUILA,"27.999969","-97.5247268"
74075,CHIAPAS,"16.734413","-93.0122528"
109709,"ESTADO DE MEXICO","19.513542","-99.1983871"
54753,"CIUDAD DE MEXICO","19.436161","-99.1373138"
50498,YUCATAN,"21.016775","-89.6341400"
34861,VERACRUZ,"19.510427","-99.2556915"
105966,"CIUDAD DE MEXICO","19.511310","-99.1395645"
48535,"ESTADO DE MEXICO","19.503559","-99.2711105"
79373,"ESTADO DE MEXICO","26.230628","-98.4447403"
205525,OAXACA,"20.657646","-103.225952"
223088,CHIHUAHUA,"-27.42692","-55.9467086"
337509,"CIUDAD DE MEXICO","19.311586","-99.1539154"
"85708.43","ESTADO DE MEXICO","19.593191","-99.2757415"
70438,VERACRUZ,"19.960943","-97.2140579"
71656,"CIUDAD DE MEXICO","19.31109","-99.2593"
46044,GUANAJUATO,"20.6708","-101.3593"
160559,"ESTADO DE MEXICO","19.79014","-99.89189"
"680476.59","CIUDAD DE MEXICO","19.382762","-99.0901565"
129240,MORELOS,"18.929306","-99.1781845"
143550,"NUEVO LEON","25.754480","-100.307518"
143550,"NUEVO LEON","25.754480","-100.307518"
39927,PUEBLA,"18.935312","-97.8218383"
11028,"ESTADO DE MEXICO","19.607151","-99.1795196"
504389,COLIMA,"19.099050","-104.299947"
22641,"CIUDAD DE MEXICO","19.290952","-99.1248626"
179691,JALISCO,"20.460607","-103.435646"
965336,"CIUDAD DE MEXICO","19.490030","-99.1331787"
30904,"ESTADO DE MEXICO","19.83256","-99.21075"
35770,SONORA,"29.060907","-110.951408"
53412,TAMAULIPAS,"22.225269","-97.8447113"
68480,GUERRERO,"17.548122","-99.4983367"
66221,"ESTADO DE MEXICO","19.407087","-99.5223693"
"104564.25","ESTADO DE MEXICO","19.450511","-99.3033218"
67894,YUCATAN,"21.135736","-88.1401214"
144571,"CIUDAD DE MEXICO","19.361557","-99.0087509"
8857,HIDALGO,"20.069841","-98.3447799"
80429,GUANAJUATO,"20.559347","-100.844085"
98217,"ESTADO DE MEXICO","19.513362","-99.0892486"
242893,"ESTADO DE MEXICO","19.629814","-99.0377578"
"155710.84",GUANAJUATO,"20.586154","-101.213623"
2224,"NUEVO LEON","25.915178","-100.164619"
2224,"NUEVO LEON","25.915178","-100.164619"
85418,JALISCO,"20.296047","-102.71064"
72727,TAMAULIPAS,"26.373125","-97.9716720"
21288,"ESTADO DE MEXICO","19.517988","-99.0191116"
"1098944.8100000005","CIUDAD DE MEXICO","19.439152","-99.0945976"
71656,"CIUDAD DE MEXICO","19.31109","-99.2593"
"145933.57",QUERETARO,"20.679872","-100.460029"
38968,TABASCO,"18.524761","-92.6379241"
27516,"BAJA CALIFORNIA","32.538898","-117.005844"
53079,CAMPECHE,"18.641651","-91.7893218"
20837,AGUASCALIENTES,"21.958986","-102.257812"
64243,YUCATAN,"20.301092","-89.4186019"
23769,PUEBLA,"19.075077","-98.1464843"
23769,PUEBLA,"19.075077","-98.1464843"
6333,CHIAPAS,"15.348249","-92.6796722"
13192,PUEBLA,"19.810394","-97.3587493"
27894,"QUINTANA ROO","20.217584","-87.4736938"
"817133.2400000009","ESTADO DE MEXICO","19.626478","-99.0821355"
"222259.01000000004","CIUDAD DE MEXICO","19.385181","-99.0917099"
"1258923.5399999998","CIUDAD DE MEXICO","19.492013","-99.13361"
"817133.2400000009","ESTADO DE MEXICO","19.626478","-99.0821355"
"817133.2400000009","ESTADO DE MEXICO","19.626478","-99.0821355"
"202529.54",COAHUILA,"25.412134","-100.919860"
500439,CAMPECHE,"37.765205","-122.241638"
26625,CHIHUAHUA,"28.65634","-106.0793"
16422,HIDALGO,"20.207244","-99.0660934"
173259,"NUEVO LEON","25.772684","-100.272316"
197131,"CIUDAD DE MEXICO","19.318372","-99.0694656"
197131,"CIUDAD DE MEXICO","19.318372","-99.0694656"
197131,"CIUDAD DE MEXICO","19.318372","-99.0694656"
"817133.2400000009","ESTADO DE MEXICO","19.626478","-99.0821355"
18599,ZACATECAS,"24.284042","-103.388336"
116187,HIDALGO,"20.233522","-99.2127533"
116187,HIDALGO,"20.233522","-99.2127533"
48423,SONORA,"29.151683","-110.988288"
53582,JALISCO,"20.657159","-103.442146"
86438,"CIUDAD DE MEXICO","19.306715","-99.0413894"
7374,VERACRUZ,"19.560476","-96.9067230"
64821,"ESTADO DE MEXICO","19.423248","-99.2321395"
30560,VERACRUZ,"18.000545","-94.5572814"
89589,SINALOA,"25.78995","-108.9918"
1260,TAMAULIPAS,"26.065376","-98.3382797"
38401,SONORA,"27.047605","-109.450462"
226391,JALISCO,"20.679576","-103.351135"
202997,JALISCO,"20.450069","-103.251792"
87388,"QUINTANA ROO","18.604589","-88.2035064"
87388,"QUINTANA ROO","18.604589","-88.2035064"
29537,"CIUDAD DE MEXICO","19.297639","-99.1822891"
35930,SINALOA,"24.80585","-107.4023"
117559,QUERETARO,"31.738004","-106.408752"
75291,PUEBLA,"19.017456","-98.2318954"
75291,PUEBLA,"19.017456","-98.2318954"
25402,"SAN LUIS POTOSI","22.160806","-101.003418"
49283,CHIAPAS,"16.787355","-93.1174392"
"906397.15","ESTADO DE MEXICO","19.415874","-99.0048217"
49166,PUEBLA,"19.06567","-98.17756"
49166,PUEBLA,"19.06567","-98.17756"
1374,"ESTADO DE MEXICO","19.490837","-99.0315399"
126482,"NUEVO LEON","25.744236","-100.278116"
240247,VERACRUZ,"19.173772","-96.1342239"
12337,"CIUDAD DE MEXICO","19.463634","-99.1729583"
19681,VERACRUZ,"17.943264","-94.9078369"
77902,TLAXCALA,"19.3162","-98.24312"
"78041.97","ESTADO DE MEXICO","19.607973","-99.0367965"
115462,"QUINTANA ROO","20.21024","-87.46513"
183496,"ESTADO DE MEXICO","19.608221","-98.9921493"
19052,CHIAPAS,"16.231321","-92.1266098"
9988,"CIUDAD DE MEXICO","19.373723","-99.1338577"
42125,"CIUDAD DE MEXICO","19.40374","-99.13793"
42125,"CIUDAD DE MEXICO","19.40374","-99.13793"
152104,TABASCO,"37.973533","-122.531089"
23705,JALISCO,"20.662746","-105.229331"
149400,"ESTADO DE MEXICO","19.252481","-98.8920517"
26914,"ESTADO DE MEXICO","19.518869","-99.0235977"
71656,"CIUDAD DE MEXICO","19.31109","-99.2593"
24211,SONORA,"29.068677","-110.971313"
935504,VERACRUZ,"18.86997","-97.098848"
2026845,"CIUDAD DE MEXICO","19.496761","-99.0750808"
31213,YUCATAN,"20.698722","-88.2127914"
12353,"ESTADO DE MEXICO","19.545822","-98.8214569"
162311,"ESTADO DE MEXICO","19.642889","-99.1001739"
440368,OAXACA,"17.059417","-96.7216186"
121613,"CIUDAD DE MEXICO","19.504081","-99.1372680"
8302,"NUEVO LEON","25.670949","-100.405609"
232352,"CIUDAD DE MEXICO","19.274066","-99.0052948"
56448,CAMPECHE,"18.653965","-91.8197403"
"272194.89","ESTADO DE MEXICO","19.415317","-99.0395431"
6698,"NUEVO LEON","25.723148","-100.383125"
4590,"CIUDAD DE MEXICO","19.360612","-99.2473831"
62351,"CIUDAD DE MEXICO","19.246906","-99.1220932"
228229,CHIAPAS,"17.509209","-91.9823651"
"293376.18","ESTADO DE MEXICO","19.415874","-99.0048217"
11490,"ESTADO DE MEXICO","19.407087","-99.5223693"
1999,"ESTADO DE MEXICO","19.645172","-99.3245010"
6698,GUERRERO,"16.853109","-99.8236541"
72727,TAMAULIPAS,"26.373125","-97.9716720"
72727,TAMAULIPAS,"26.373125","-97.9716720"
55911,MICHOACAN,"19.690786","-101.156105"
34790,NAYARIT,"21.521757","-77.7811660"
20088,"CIUDAD DE MEXICO","19.353263","-99.1086120"
162509,"ESTADO DE MEXICO","19.393013","-99.0280914"
98217,"ESTADO DE MEXICO","19.513362","-99.0892486"
94595,TLAXCALA,"19.304620","-98.2218093"
122384,MICHOACAN,"19.69386","-101.179"
20799,"NUEVO LEON","25.637613","-100.274734"
20799,"NUEVO LEON","25.637613","-100.274734"
"28276.379999999997","CIUDAD DE MEXICO","19.482324","-99.1857528"
495046,CHIAPAS,"16.756116","-93.1174087"
93995,GUERRERO,"16.876600","-99.9081344"
93995,GUERRERO,"16.876600","-99.9081344"
31440,COAHUILA,"20.917018","-101.161735"
13101,PUEBLA,"19.059373","-98.2878036"
72406,"CIUDAD DE MEXICO","19.273139","-99.1276321"
18884,"SAN LUIS POTOSI","22.002571","-99.0018386"
18008,COLIMA,"19.24507","-103.7134"
"584437.6","NUEVO LEON","25.786596","-100.239158"
25884,CHIAPAS,"14.559618","-89.3400573"
"117771.5",QUERETARO,"39.550048","-105.782066"
24498,CHIHUAHUA,"28.411447","-106.847122"
18766,MORELOS,"18.941139","-99.2434005"
18766,MORELOS,"18.941139","-99.2434005"
611,"QUINTANA ROO","20.62445","-87.07853"
69584,GUANAJUATO,"20.51936","-100.8042"
66680,"CIUDAD DE MEXICO","19.305561","-99.1712188"
18955,PUEBLA,"19.00595","-98.22"
66680,"CIUDAD DE MEXICO","19.305561","-99.1712188"
69404,QUERETARO,"20.70649","-100.4467"
45139,"CIUDAD DE MEXICO","19.457559","-99.1947479"
"59477.24",CHIHUAHUA,"31.658596","-106.468269"
249838,SINALOA,"24.814987","-107.434158"
32183,"ESTADO DE MEXICO","19.207046","-100.122367"
6891,"NUEVO LEON","25.710676","-100.329971"
444508,YUCATAN,"20.984598","-89.6351013"
41669,"CIUDAD DE MEXICO","19.355323","-99.3076705"
"61721.99","CIUDAD DE MEXICO","19.341718","-99.2207183"
215953,GUANAJUATO,"35.686973","-105.937797"
520173,VERACRUZ,"19.209152","-96.2273101"
171800,"ESTADO DE MEXICO","19.534591","-99.0274276"
247974,QUERETARO,"20.547058","-100.400939"
14293,GUANAJUATO,"21.105215","-101.690460"
654994,"ESTADO DE MEXICO","19.637454","-99.0853653"
156122,"CIUDAD DE MEXICO","19.443178","-99.2023696"
"592220.6799999999","QUINTANA ROO","20.664495","-87.1063842"
25810,"ESTADO DE MEXICO","19.387397","-98.9655838"
20999,AGUASCALIENTES,"33.736061","-118.292244"
75121,"CIUDAD DE MEXICO","19.47371","-99.15938"
228126,"ESTADO DE MEXICO","18.953393","-99.5999450"
69312,MICHOACAN,"19.731399","-101.228614"
"107319.07999999999","ESTADO DE MEXICO","19.399919","-99.2759628"
180375,"CIUDAD DE MEXICO","19.4248","-99.09037"
63896,JALISCO,"20.621734","-103.463279"
97108,"CIUDAD DE MEXICO","19.485109","-99.0723114"
180288,"ESTADO DE MEXICO","19.634431","-99.1175155"
"90602.1","CIUDAD DE MEXICO","19.372684","-99.1836776"
113742,QUERETARO,"20.611850","-100.484466"
34319,"CIUDAD DE MEXICO","19.363862","-99.2153091"
73898,VERACRUZ,"20.95307","-97.41138"
193514,CHIAPAS,"36.974117","-122.030799"
210665,"ESTADO DE MEXICO","19.385955","-98.9921722"
83156,DURANGO,"25.547119","-103.502662"
59926,"CIUDAD DE MEXICO","19.448438","-99.2002868"
160559,"ESTADO DE MEXICO","19.79014","-99.89189"
30812,HIDALGO,"20.103368","-98.7442474"
22791,VERACRUZ,"20.476976","-97.4726943"
111472,YUCATAN,"21.013109","-89.6575088"
125234,QUERETARO,"20.703670","-100.456932"
19720,TLAXCALA,"19.425628","-98.1359024"
19720,TLAXCALA,"19.425628","-98.1359024"
46454,MORELOS,"18.885440","-99.1733856"
46454,MORELOS,"18.885440","-99.1733856"
26522,JALISCO,"19.695083","-103.236259"
26522,JALISCO,"19.695083","-103.236259"
"298391.2","QUINTANA ROO","21.15435","-86.85957"
1251,TABASCO,"17.647909","-93.3962249"
217446,SINALOA,"31.700820","-106.416267"
5132,YUCATAN,"21.035200","-89.6275711"
82747,"NUEVO LEON","25.716270","-100.202293"
68645,PUEBLA,"18.963827","-98.2463378"
79258,"ESTADO DE MEXICO","19.79786","-99.09867"
14756,NAYARIT,"20.73943","-105.2913"
32211,TABASCO,"17.472665","-91.4250488"
80198,CHIHUAHUA,"6.2108182","-75.5611496"
111836,"ESTADO DE MEXICO","19.414619","-99.0232543"
83159,VERACRUZ,"19.199306","-96.1901550"
5879,PUEBLA,"19.289125","-98.4280166"
24064,HIDALGO,"20.112203","-98.7468261"
20518,"ESTADO DE MEXICO","18.465539","-66.1057357"
70438,VERACRUZ,"19.960943","-97.2140579"
109044,"CIUDAD DE MEXICO","19.428508","-99.1348419"
154588,JALISCO,"20.648838","-103.368171"
114015,"CIUDAD DE MEXICO","19.40246","-99.18449"
28822,SONORA,"29.152700","-110.984191"
109114,QUERETARO,"20.665416","-100.448120"
113742,QUERETARO,"20.611850","-100.484466"
212315,MICHOACAN,"17.96298","-102.1995"
6737,"ESTADO DE MEXICO","19.408752","-99.0522689"
363491,"NUEVO LEON","21.281190","-89.6651611"
"317114.24","BAJA CALIFORNIA SUR","22.890533","-109.916740"
37129,GUANAJUATO,"21.09679","-101.6491"
"76507.67","CIUDAD DE MEXICO","19.443157","-99.0861358"
25951,PUEBLA,"19.821523","-97.3847503"
55063,"ESTADO DE MEXICO","19.532829","-99.0798797"
22042,"ESTADO DE MEXICO","19.531265","-99.2515335"
49608,GUANAJUATO,"21.154666","-101.699935"
105986,JALISCO,"20.648324","-103.298820"
33103,GUERRERO,"17.535619","-99.5238113"
37929,PUEBLA,"18.373752","-97.3050613"
51809,CHIHUAHUA,"28.441301","-106.811569"
177810,JALISCO,"20.694953","-103.281501"
9199,OAXACA,"17.068628","-96.6730575"
79664,SINALOA,"33.450878","-111.696800"
374106,"CIUDAD DE MEXICO","19.49905","-99.20181"
201528,"ESTADO DE MEXICO","19.67091","-99.02331"
"42163.22","CIUDAD DE MEXICO","19.461416","-99.1331634"
"1011686.09","CIUDAD DE MEXICO","19.432802","-99.0981674"
70964,GUANAJUATO,"21.190855","-101.65168"
60861,JALISCO,"20.698921","-103.407836"
"368774.92",GUANAJUATO,"37.916133","-122.310768"
204200,TABASCO,"18.26735","-93.21869"
"368774.92",GUANAJUATO,"37.916133","-122.310768"
61603,"NUEVO LEON","25.807498","-100.389442"
49323,MICHOACAN,"19.518117","-102.422477"
"79307.75",PUEBLA,"19.785564","-97.3239746"
28597,COAHUILA,"28.664575","-100.554924"
27327,CAMPECHE,"18.606534","-90.7229919"
"206170.19","CIUDAD DE MEXICO","19.451997","-99.0861358"
965336,"CIUDAD DE MEXICO","19.490030","-99.1331787"
10558,COLIMA,"19.289794","-103.751319"
50556,"CIUDAD DE MEXICO","19.34265","-99.18967"
33983,CHIHUAHUA,"43.263011","-2.93498516"
403899,"QUINTANA ROO","21.167394","-86.8508911"
77801,TABASCO,"17.816436","-91.5311813"
8440,AGUASCALIENTES,"21.992635","-102.343483"
322405,"CIUDAD DE MEXICO","19.402915","-99.1829834"
26981,"ESTADO DE MEXICO","19.673103","-99.1499862"
46227,JALISCO,"20.637302","-103.350982"
"113048.76000000001",GUANAJUATO,"20.540821","-100.828918"
175433,"NUEVO LEON","19.580333","-88.0440979"
62446,DURANGO,"25.576980","-103.518699"
29767,QUERETARO,"21.228502","-99.4801177"
29767,QUERETARO,"21.228502","-99.4801177"
29767,QUERETARO,"21.228502","-99.4801177"
2134,GUANAJUATO,"21.12662","-101.6122"
60675,PUEBLA,"18.970750","-98.2045516"
212656,"CIUDAD DE MEXICO","19.355455","-99.0770568"
29298,CHIHUAHUA,"48.801406","2.130121946"
205525,OAXACA,"20.657646","-103.225952"
249832,"CIUDAD DE MEXICO","19.394357","-99.1774444"
133292,PUEBLA,"19.04535","-98.19657"
13205,YUCATAN,"21.008857","-88.3060607"
55906,"CIUDAD DE MEXICO","19.488708","-99.1905975"
161032,TABASCO,"18.00879","-92.92213"
31511,"ESTADO DE MEXICO","19.483737","-98.8763961"
101732,JALISCO,"20.721111","-103.364303"
81962,"CIUDAD DE MEXICO","19.44876","-99.10053"
131195,VERACRUZ,"17.983652","-94.5843658"
131656,"CIUDAD DE MEXICO","19.337736","-99.1964950"
"187989.68000000002","CIUDAD DE MEXICO","19.369239","-99.1497650"
260802,CHIAPAS,"14.905556","-92.2634124"
"207891.08000000002","ESTADO DE MEXICO","19.601840","-99.0506744"
51656,"CIUDAD DE MEXICO","19.37376","-99.01853"
121028,"QUINTANA ROO","20.663280","-87.0701599"
"133907.1",YUCATAN,"20.989","-89.66296"
38937,TAMAULIPAS,"22.312406","-97.8624420"
75988,ZACATECAS,"22.749574","-102.583595"
18856,"ESTADO DE MEXICO","19.471126","-99.0425949"
18856,"ESTADO DE MEXICO","19.471126","-99.0425949"
18856,"ESTADO DE MEXICO","19.471126","-99.0425949"
42458,VERACRUZ,"19.547056","-96.9364929"
"45052.41","ESTADO DE MEXICO","19.558744","-99.0367279"
26375,"ESTADO DE MEXICO","19.554250","-99.1767272"
64654,"NUEVO LEON","25.740156","-100.391784"
50453,"ESTADO DE MEXICO","19.749025","-99.0999679"
29813,"QUINTANA ROO","19.571672","-88.0546493"
41773,JALISCO,"20.290660","-102.545822"
107689,"NUEVO LEON","25.786596","-100.239158"
"102749.15",OAXACA,"16.44441","-95.02385"
11342,JALISCO,"20.64934","-103.7075"
38841,"ESTADO DE MEXICO","19.779415","-99.2259063"
2640,JALISCO,"20.871763","-103.153335"
7327,"NUEVO LEON","25.754304","-100.403457"
48946,CHIAPAS,"16.726470","-93.1174087"
"123395.57",SONORA,"38.115688","13.36126709"
127720,"NUEVO LEON","25.807947","-100.563522"
15240,VERACRUZ,"20.685253","-98.0124282"
15240,VERACRUZ,"20.685253","-98.0124282"
42298,"CIUDAD DE MEXICO","19.366081","-99.1393890"
36453,VERACRUZ,"20.06399","-97.0523"
100978,VERACRUZ,"19.209152","-96.2273101"
219968,"ESTADO DE MEXICO","19.524787","-99.2253265"
"149325.31","CIUDAD DE MEXICO","19.500823","-99.1942749"
79259,"ESTADO DE MEXICO","19.631826","-99.2846832"
41956,PUEBLA,"19.077875","-97.9729080"
160880,JALISCO,"20.719213","-103.462913"
9019,VERACRUZ,"-34.66636","-58.5298004"
18967,"CIUDAD DE MEXICO","19.391819","-99.1255569"
48166,"ESTADO DE MEXICO","19.502958","-99.0326004"
"128196.48","CIUDAD DE MEXICO","19.327564","-99.1217498"
"250801.11",CHIHUAHUA,"31.736438","-106.396972"
,VERACRUZ,,
"104564.25","ESTADO DE MEXICO","19.450511","-99.3033218"
11609,YUCATAN,"21.105926","-89.4521865"
125196,"NUEVO LEON","25.774780","-100.397171"
965336,"CIUDAD DE MEXICO","19.490030","-99.1331787"
3705,"BAJA CALIFORNIA SUR","22.903556","-109.941024"
89411,"ESTADO DE MEXICO","19.512632","-98.8893585"
140993,JALISCO,"20.658254","-103.446525"
1605,"NUEVO LEON","25.718772","-100.283889"
24410,CHIAPAS,"17.106073","-92.2777862"
28005,QUERETARO,"20.633035","-100.455810"
10412,VERACRUZ,"22.224735","-97.8191223"
101164,VERACRUZ,"19.149028","-96.1223602"
93319,CHIAPAS,"16.751638","-93.1278686"
22684,GUERRERO,"17.528751","-99.5070571"
22759,CAMPECHE,"19.834482","-90.5112915"
14834,VERACRUZ,"19.122842","-96.1812362"
7870,PUEBLA,"19.075077","-98.1464843"
88253,"CIUDAD DE MEXICO","19.286354","-99.2162170"
23816,"NUEVO LEON","25.920000","-100.220275"
83856,JALISCO,"20.64461","-103.286"
307467,"CIUDAD DE MEXICO","19.360403","-99.1497650"
57796,JALISCO,"20.71205","-103.4097"
124284,"ESTADO DE MEXICO","19.610658","-99.0522689"
"132608.05","CIUDAD DE MEXICO","19.330144","-98.9717178"
314456,"NUEVO LEON","25.671764","-100.301208"
249832,"CIUDAD DE MEXICO","19.394357","-99.1774444"
138785,"QUINTANA ROO","18.49728","-88.30314"
36194,"NUEVO LEON","25.684082","-100.412963"
504389,COLIMA,"19.099050","-104.299947"
60675,PUEBLA,"18.970750","-98.2045516"
148291,DURANGO,"24.029651","-104.705398"
123868,VERACRUZ,"18.005935","-94.6108245"
167264,"ESTADO DE MEXICO","19.430774","-99.0391464"
353736,"NUEVO LEON","25.774780","-100.397171"
840,"ESTADO DE MEXICO","19.301992","-99.6663131"
786245,QUERETARO,"20.63667","-100.470671"
24691,JALISCO,"20.590354","-103.330574"
